"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.651862949E1,-9.268445522E-2,-2.336346626E0,4.220218956E-2
3.654334873E1,-7.279533148E-2,-2.680637360E0,8.582159877E-3
3.656809849E1,-1.581440121E-2,-2.677943230E0,2.845503390E-2
3.659281772E1,-6.653957069E-2,-2.321105003E0,7.388763130E-2
3.661756748E1,-4.011881351E-2,-1.613204956E0,1.402326822E-1
3.664228672E1,-7.010202110E-2,-6.973361969E-1,1.695222110E-1
3.666700596E1,-2.111002803E-2,3.324823380E-1,2.068569064E-1
3.669172520E1,-6.400614977E-2,1.283340454E0,9.556461871E-2
3.671644443E1,-7.935166359E-4,2.078184128E0,-4.405507445E-2
3.674116367E1,-2.725479007E-2,2.581518173E0,-1.057265103E-1
3.676588291E1,2.906456590E-2,2.740924835E0,-2.531884015E-1
3.679060215E1,3.994664550E-2,2.478338242E0,-2.009745538E-1
3.681535190E1,-5.822181702E-4,1.910107613E0,-7.435999811E-2
3.684007114E1,7.041662931E-3,1.075983047E0,8.070506155E-2
3.686479038E1,-2.054989338E-2,7.092285156E-2,1.392184496E-1
3.688950962E1,-2.129444480E-2,-9.239826202E-1,1.521809250E-1
3.691422886E1,-2.929435670E-2,-1.741675377E0,7.316459715E-2
3.693894810E1,-3.049945086E-2,-2.356105804E0,6.724553555E-2
3.696366733E1,-5.831357837E-2,-2.623137474E0,-5.608716607E-2
3.698838657E1,-1.005395949E-1,-2.530620575E0,-7.061436027E-2
3.701313633E1,-1.028910726E-1,-2.131963730E0,-1.383067816E-1
3.703788608E1,-1.247447506E-1,-1.391082764E0,-1.054691374E-1
3.706260532E1,-1.258755773E-1,-4.949836731E-1,-1.970257759E-1
3.708732456E1,-1.047126502E-1,4.945201874E-1,-1.128322780E-1
3.711204380E1,4.458839446E-2,1.414668083E0,-1.580223143E-1
3.713676304E1,1.702834070E-1,2.159960747E0,-1.559747383E-2
3.716151279E1,3.467608094E-1,2.603596687E0,-7.370279729E-2
3.718623203E1,3.990370035E-1,2.681573868E0,-6.099190563E-2
3.721095127E1,3.374931216E-1,2.337506294E0,-6.893045455E-2
3.723567051E1,2.491611242E-1,1.669850349E0,-1.336990744E-1
3.726038975E1,1.116007939E-1,7.929582596E-1,-1.027286574E-1
3.728510898E1,-2.369069727E-3,-1.925354004E-1,-1.383381039E-1
3.730982822E1,-5.771338195E-2,-1.146633148E0,-5.551948398E-2
3.733457798E1,-7.140231133E-2,-1.873900414E0,-6.171825901E-2
3.735929722E1,-5.258223414E-2,-2.389105797E0,1.554115489E-2
3.738401646E1,-3.499520570E-2,-2.544656754E0,1.688741148E-2
3.740873569E1,-5.062644929E-2,-2.386740685E0,7.794709504E-2
3.743345493E1,-2.144198678E-2,-1.895893097E0,1.084247380E-1
3.745817417E1,-1.469165646E-2,-1.134584427E0,1.379415393E-1
3.748292393E1,5.283702910E-2,-2.176980972E-1,7.245360315E-2
3.750764316E1,1.248228401E-1,7.563180923E-1,8.730497956E-2
3.753239292E1,1.940645874E-1,1.581319809E0,-5.703535676E-2
3.755711216E1,2.294706255E-1,2.242064476E0,-9.762564301E-2
3.758183140E1,2.130540311E-1,2.569453239E0,-1.000947058E-1
3.760658115E1,1.117508411E-1,2.503469467E0,-3.631496429E-2
3.763130039E1,2.852168679E-2,2.099792480E0,1.000954807E-1
3.765601963E1,-7.099235058E-2,1.389917374E0,1.434907764E-1
3.768073887E1,-1.309543848E-1,5.144367218E-1,2.047485411E-1
3.770545811E1,-1.285901070E-1,-4.003133774E-1,1.330660582E-1
3.773017734E1,-1.621436477E-1,-1.255240440E0,9.442433715E-2
3.775489658E1,-1.008966565E-1,-1.963893890E0,5.700409412E-3
3.777961582E1,-1.101501584E-1,-2.367569923E0,-3.339293599E-2
3.780433506E1,-7.967425883E-2,-2.430127144E0,-8.966527879E-2
3.782905430E1,-8.208622038E-2,-2.228911400E0,-3.831025958E-2
3.785377354E1,-6.440120935E-2,-1.661776543E0,9.103141725E-3
3.787849277E1,-9.611839056E-2,-8.714313507E-1,7.871825248E-2
3.790327305E1,-1.137128025E-1,2.858543396E-2,1.470005512E-1
3.792799228E1,-8.929544687E-2,9.303331375E-1,1.581041664E-1
3.795271152E1,-5.844818056E-2,1.701417923E0,8.384522796E-2
3.797743076E1,2.345383167E-2,2.231539726E0,-4.749121517E-2
3.800215000E1,8.337050676E-2,2.478069305E0,-1.670306176E-1
3.802686924E1,1.220403314E-1,2.339758873E0,-3.063672185E-1
3.805158848E1,7.984730601E-2,1.905753136E0,-2.539891005E-1
3.807630772E1,5.746734142E-2,1.194882393E0,-1.977550983E-1
3.810102695E1,4.083684087E-2,3.394546509E-1,-1.661309451E-1
3.812574619E1,9.386546910E-3,-5.937099457E-1,-7.457520813E-3
3.815046543E1,-1.583962142E-2,-1.417960167E0,1.061365008E-2
3.817521518E1,-4.502790049E-2,-2.025618553E0,-1.225277781E-3
3.819993442E1,-1.860773750E-2,-2.341859818E0,8.542001247E-3
3.822465366E1,-3.951887414E-2,-2.368815422E0,3.342904150E-3
3.824940342E1,-4.399483278E-2,-2.076200485E0,4.743337631E-3
3.827412266E1,-5.002842471E-2,-1.470572472E0,-5.799641460E-2
3.829884189E1,-5.148088187E-2,-6.633844376E-1,-5.777961016E-2
3.832356113E1,8.135227486E-3,2.021369934E-1,-1.273461133E-1
3.834828037E1,1.277429610E-1,1.067153931E0,-2.180082798E-1
3.837299961E1,2.468619049E-1,1.813580513E0,-1.509751081E-1
3.839771885E1,2.980762720E-1,2.284451485E0,-1.208398193E-1
3.842249912E1,3.650961220E-1,2.431054115E0,-9.498260915E-2
3.844718784E1,2.690345049E-1,2.242462158E0,-6.417348981E-3
3.847193760E1,1.818381548E-1,1.703086853E0,5.852371454E-2
3.849665684E1,7.168415189E-2,8.988685608E-1,8.870686591E-2
3.852137607E1,-2.752916701E-2,8.695697784E-2,9.992538393E-2
3.854609531E1,-7.069824636E-2,-7.971506119E-1,6.380826235E-3
3.857084507E1,-8.741377294E-2,-1.544465065E0,-7.424578071E-3
3.859556431E1,-8.424217254E-2,-2.054609299E0,-9.305790067E-3
3.862028354E1,-4.571168497E-2,-2.325455666E0,1.989513636E-2
3.864503330E1,-4.450948536E-2,-2.233271599E0,3.648397326E-2
3.866972202E1,-5.001183599E-2,-1.859972000E0,8.068023622E-2
3.869444126E1,-4.221347719E-2,-1.231158257E0,1.554932892E-1
3.871916050E1,2.143150568E-2,-4.223003387E-1,1.727306694E-1
3.874387974E1,-2.625554800E-3,4.988918304E-1,1.511068642E-1
3.876862949E1,3.350424767E-2,1.288180351E0,5.225557089E-2
3.879334873E1,3.802904487E-2,1.898246765E0,-4.721796513E-2
3.881809849E1,4.944828153E-2,2.252152443E0,-1.345109046E-1
3.884281772E1,1.238638163E-2,2.279546738E0,-1.551618576E-1
3.886753696E1,6.298810244E-3,2.003936768E0,-7.007709146E-2
3.889225620E1,-3.687402606E-2,1.444481850E0,-2.391934395E-4
3.891697544E1,-8.180691302E-2,7.685604095E-1,7.833836973E-2
3.894169468E1,-8.202193677E-2,-1.220369339E-1,1.456705928E-1
3.896641392E1,-6.595318019E-2,-9.411973953E-1,1.149764583E-1
3.899113315E1,-7.635523379E-2,-1.630946159E0,5.483080819E-2
3.901588291E1,-6.588460505E-2,-2.115989685E0,1.115022600E-2
3.904063267E1,-8.044056594E-2,-2.246064186E0,-7.005622983E-2
3.906535190E1,-8.155058324E-2,-2.111721992E0,-9.240703285E-2
3.909007114E1,-9.438522160E-2,-1.658514023E0,-1.356508285E-1
3.911479038E1,-1.205972806E-1,-9.933052063E-1,-1.293366104E-1
3.913950962E1,-1.070397869E-1,-2.047262192E-1,-8.306498080E-2
3.916422886E1,-9.895715117E-2,6.028537750E-1,-9.078724682E-2
3.918894810E1,-2.723023295E-3,1.366141319E0,-2.204310894E-2
3.921369785E1,1.168476939E-1,1.944681168E0,-5.092005059E-2
3.923841709E1,1.919488013E-1,2.222483635E0,-3.824129701E-2
3.926313633E1,2.270816416E-1,2.203685760E0,-8.818343282E-2
3.928785557E1,2.127518952E-1,1.865032196E0,-1.092485040E-1
3.931257481E1,1.973895282E-1,1.257575989E0,-1.475865394E-1
3.933729404E1,1.124581918E-1,4.882678986E-1,-1.275674701E-1
3.936204380E1,4.965959489E-2,-3.714494705E-1,-1.270284355E-1
