Time,,delta time,accel (Filtered)
9/28/2018 15:36:54.483598,3620993979.1481,0.164496945217252,0.012996
9/28/2018 15:36:54.484099,3620993979.6491,0.164997973479331,0.012512
9/28/2018 15:36:54.484600,3620993980.1501,0.165499001741409,0.012078
9/28/2018 15:36:54.485101,3620993980.6511,0.166000030003488,0.011709
9/28/2018 15:36:54.485603,3620993981.1521,0.166501686908305,0.011418
9/28/2018 15:36:54.486095,3620993981.6531,0.166993914172053,0.011216
9/28/2018 15:36:54.486596,3620993982.1541,0.167494942434132,0.011106
9/28/2018 15:36:54.487097,3620993982.6551,0.167995970696211,0.01109
9/28/2018 15:36:54.487598,3620993983.1561,0.16849699895829,0.011167
9/28/2018 15:36:54.488100,3620993983.6571,0.168998655863106,0.011338
9/28/2018 15:36:54.488601,3620993984.1581,0.169499684125185,0.011599
9/28/2018 15:36:54.489102,3620993984.6591,0.170000712387264,0.011943
9/28/2018 15:36:54.489594,3620993985.1601,0.170492939651012,0.012357
9/28/2018 15:36:54.490095,3620993985.6611,0.170993967913091,0.012827
9/28/2018 15:36:54.490597,3620993986.1621,0.171495624817908,0.013336
9/28/2018 15:36:54.491098,3620993986.6631,0.171996653079987,0.013866
9/28/2018 15:36:54.491599,3620993987.1641,0.172497681342065,0.014401
9/28/2018 15:36:54.492100,3620993987.6651,0.172998709604144,0.014922
9/28/2018 15:36:54.492601,3620993988.1661,0.173499737866223,0.015406
9/28/2018 15:36:54.493102,3620993988.6671,0.174000766128302,0.015835
9/28/2018 15:36:54.493595,3620993989.1681,0.174493622034788,0.016194
9/28/2018 15:36:54.494096,3620993989.6691,0.174994650296867,0.016471
9/28/2018 15:36:54.494597,3620993990.1701,0.175495678558946,0.016652
9/28/2018 15:36:54.495098,3620993990.6711,0.175996706821024,0.01673
9/28/2018 15:36:54.495599,3620993991.1721,0.176497735083103,0.016702
9/28/2018 15:36:54.496100,3620993991.6731,0.176998763345182,0.016576
9/28/2018 15:36:54.496602,3620993992.1741,0.177500420249999,0.016358
9/28/2018 15:36:54.497103,3620993992.6751,0.178001448512077,0.016055
9/28/2018 15:36:54.497595,3620993993.1761,0.178493675775826,0.015674
9/28/2018 15:36:54.498096,3620993993.6771,0.178994704037905,0.015227
9/28/2018 15:36:54.498597,3620993994.1781,0.179495732299984,0.014728
9/28/2018 15:36:54.499099,3620993994.6791,0.1799973892048,0.014196
9/28/2018 15:36:54.499600,3620993995.1801,0.180498417466879,0.013652
9/28/2018 15:36:54.500101,3620993995.6811,0.180999445728958,0.013115
9/28/2018 15:36:54.500602,3620993996.1821,0.181500473991036,0.012604
9/28/2018 15:36:54.501103,3620993996.6831,0.182001502253115,0.012137
9/28/2018 15:36:54.501595,3620993997.1841,0.182494358159602,0.011735
