SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY
20,1.3800E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
21,1.3800E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
22,1.3800E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
23,1.3800E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
24,1.3800E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
25,1.3900E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
26,1.3900E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
27,1.3900E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
28,1.3900E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
29,1.3900E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
30,1.4000E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
31,1.4000E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
32,1.4000E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
33,1.4000E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
34,1.4000E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
35,1.4100E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
36,1.4100E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
37,1.4100E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
38,1.4100E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
39,1.4100E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
40,1.4200E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
41,1.4200E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
42,1.4200E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
43,1.4200E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
44,1.4200E+002,2.7100E+002,2.6974E+000,2.1356E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
45,1.4300E+002,2.7100E+002,2.4626E+000,1.1327E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
46,1.4300E+002,2.7000E+002,2.4433E+000,2.0321E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
47,1.4300E+002,2.6900E+002,2.4324E+000,2.0200E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
48,1.4300E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
49,1.4300E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
50,1.4400E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
51,1.4400E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
52,1.4400E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
53,1.4400E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
54,1.4400E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
55,1.4500E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
56,1.4500E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
57,1.4500E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
58,1.4500E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
59,1.4500E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
60,1.4600E+002,2.6700E+002,1.8584E+000,9.8255E-001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
61,1.4600E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
62,1.4600E+002,2.6900E+002,1.7904E+000,1.9709E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
63,1.4600E+002,2.7000E+002,1.7067E+000,1.9622E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
64,1.4600E+002,2.7100E+002,1.1180E+000,3.1139E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
65,1.4700E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
66,1.4700E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
67,1.4700E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
68,1.4700E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
69,1.4700E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
70,1.4800E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
71,1.4800E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
72,1.4800E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
73,1.4800E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
74,1.4800E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
75,1.4900E+002,2.7100E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
76,1.4900E+002,2.7000E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
77,1.4900E+002,2.6900E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
78,1.4900E+002,2.6800E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
79,1.4900E+002,2.6700E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
80,1.5000E+002,2.6700E+002,1.0985E+000,2.2174E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
81,1.5000E+002,2.6800E+002,1.1051E+000,1.0788E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
82,1.5000E+002,2.6900E+002,1.2255E+000,2.1663E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
83,1.5000E+002,2.7000E+002,1.2248E+000,2.1341E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
84,1.5000E+002,2.7100E+002,1.8593E+000,4.4126E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
85,1.5100E+002,2.7100E+002,2.0309E+000,1.6755E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
86,1.5100E+002,2.7000E+002,1.1272E+000,4.4263E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
87,1.5100E+002,2.6900E+002,1.0261E+000,4.3808E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
88,1.5100E+002,2.6800E+002,9.4052E-001,4.3957E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
89,1.5100E+002,2.6700E+002,9.1451E-001,4.3940E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
90,1.5200E+002,2.6700E+002,5.2349E-001,4.4247E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
91,1.5200E+002,2.6800E+002,5.3507E-001,4.4265E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
92,1.5200E+002,2.6900E+002,5.8133E-001,4.4273E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
93,1.5200E+002,2.7000E+002,1.4012E+000,1.6669E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
94,1.5200E+002,2.7100E+002,1.6156E+000,1.8496E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
95,1.5300E+002,2.7100E+002,-7.4693E+000,2.2565E+001,7.3154E-002,4.2732E-001,0.0000E+000,4.0000E+000,8.8956E-002
96,1.5300E+002,2.7000E+002,-6.5226E+000,2.2979E+001,1.0080E-001,5.5166E-001,0.0000E+000,4.0000E+000,1.1703E-001
97,1.5300E+002,2.6900E+002,8.7289E-001,1.8357E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
98,1.5300E+002,2.6800E+002,9.3631E-001,1.8348E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
99,1.5300E+002,2.6700E+002,-6.1294E+000,2.1201E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
100,1.5400E+002,2.6700E+002,1.0697E+000,1.8345E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
101,1.5400E+002,2.6800E+002,1.1415E+000,1.8354E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
102,1.5400E+002,2.6900E+002,1.1165E+000,1.8365E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
103,1.5400E+002,2.7000E+002,1.1949E+000,1.8377E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
104,1.5400E+002,2.7100E+002,1.5628E+000,1.8426E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
105,1.5500E+002,2.7100E+002,-6.1376E+000,2.0686E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
106,1.5500E+002,2.7000E+002,1.0127E+000,1.8368E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
107,1.5500E+002,2.6900E+002,9.3549E-001,1.8351E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
108,1.5500E+002,2.6800E+002,9.7423E-001,1.8342E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
109,1.5500E+002,2.6700E+002,9.3160E-001,1.8329E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
110,1.5600E+002,2.6700E+002,1.3077E+000,1.8327E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
111,1.5600E+002,2.6800E+002,1.3554E+000,1.8340E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
112,1.5600E+002,2.6900E+002,1.3255E+000,1.8344E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
113,1.5600E+002,2.7000E+002,1.4810E+000,1.8394E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
114,1.5600E+002,2.7100E+002,-6.0426E+000,2.0620E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
115,1.5700E+002,2.7100E+002,-6.3426E+000,2.0520E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
116,1.5700E+002,2.7000E+002,1.1867E+000,1.8334E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
117,1.5700E+002,2.6900E+002,1.1700E+000,1.8324E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
118,1.5700E+002,2.6800E+002,1.2034E+000,1.8321E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
119,1.5700E+002,2.6700E+002,1.1747E+000,1.8309E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
120,1.5800E+002,2.6700E+002,1.0828E+000,1.8269E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
121,1.5800E+002,2.6800E+002,1.1144E+000,1.8282E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
122,1.5800E+002,2.6900E+002,1.0767E+000,1.8287E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
123,1.5800E+002,2.7000E+002,-6.1792E+000,2.0648E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
124,1.5900E+002,2.7000E+002,9.9975E-001,1.8221E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
125,1.5900E+002,2.6900E+002,1.0185E+000,1.8253E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
126,1.5900E+002,2.6800E+002,1.0551E+000,1.8245E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
127,1.5900E+002,2.6700E+002,1.0170E+000,1.8229E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
128,1.6000E+002,2.6600E+002,9.2167E-001,1.8178E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
129,1.6000E+002,2.6700E+002,9.0367E-001,1.8211E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
130,1.6000E+002,2.6800E+002,9.3300E-001,1.8230E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
131,1.6000E+002,2.6900E+002,8.9971E-001,1.8242E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
132,1.6000E+002,2.7000E+002,8.8372E-001,1.8214E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
133,1.6100E+002,2.7000E+002,8.3317E-001,1.8205E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
134,1.6100E+002,2.6900E+002,8.3255E-001,1.8233E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
135,1.6100E+002,2.6800E+002,8.8236E-001,1.8214E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
136,1.6100E+002,2.6700E+002,8.7745E-001,1.8191E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
137,1.6100E+002,2.6600E+002,8.8541E-001,1.8154E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
138,1.6200E+002,2.6600E+002,9.0184E-001,1.8118E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
139,1.6200E+002,2.6700E+002,9.8310E-001,1.8143E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
140,1.6200E+002,2.6800E+002,9.6083E-001,1.8173E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
141,1.6200E+002,2.6900E+002,8.6901E-001,1.8202E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
142,1.6200E+002,2.7000E+002,8.9313E-001,1.8156E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
143,1.6300E+002,2.7000E+002,9.0406E-001,1.8100E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
144,1.6300E+002,2.6900E+002,9.1185E-001,1.8155E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
145,1.6300E+002,2.6800E+002,1.4483E-001,5.9968E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
146,1.6300E+002,2.6700E+002,1.8933E-001,5.9741E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
147,1.6300E+002,2.6600E+002,1.2902E-001,5.9557E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
148,1.6400E+002,2.6600E+002,1.3309E+000,1.8004E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
149,1.6400E+002,2.6700E+002,1.3312E+000,1.8028E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
150,1.6400E+002,2.6800E+002,1.2852E+000,1.8065E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
151,1.6400E+002,2.6900E+002,1.2829E+000,1.8091E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
152,1.6400E+002,2.7000E+002,1.2594E+000,1.7987E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
153,1.6500E+002,2.7000E+002,1.2834E+000,1.7937E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
154,1.6500E+002,2.6900E+002,1.2757E+000,1.8042E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
155,1.6500E+002,2.6800E+002,1.3645E+000,1.7999E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
156,1.6500E+002,2.6700E+002,1.4217E+000,1.7954E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
157,1.6500E+002,2.6600E+002,1.4224E+000,1.7934E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
158,1.6600E+002,2.6600E+002,-7.5842E+000,2.2877E+001,7.7170E-002,2.7651E-001,0.0000E+000,4.0000E+000,8.9251E-002
159,1.6600E+002,2.6700E+002,-7.5975E+000,2.2871E+001,8.0322E-002,2.8913E-001,0.0000E+000,4.0000E+000,9.2348E-002
160,1.6600E+002,2.6800E+002,-7.6167E+000,2.2886E+001,8.1287E-002,2.8918E-001,0.0000E+000,4.0000E+000,9.3472E-002
161,1.6600E+002,2.6900E+002,-7.5935E+000,2.2886E+001,8.4390E-002,3.8932E-001,0.0000E+000,4.0000E+000,9.6628E-002
162,1.6600E+002,2.7000E+002,-7.7187E+000,2.2687E+001,8.0505E-002,2.8559E-001,0.0000E+000,4.0000E+000,9.2357E-002
163,1.6700E+002,2.7000E+002,-8.3286E+000,2.2681E+001,7.4484E-002,2.8666E-001,0.0000E+000,4.0000E+000,8.5370E-002
164,1.6700E+002,2.6900E+002,-8.1638E+000,2.2909E+001,7.6513E-002,3.8147E-001,0.0000E+000,4.0000E+000,8.7512E-002
165,1.6700E+002,2.6800E+002,-8.1924E+000,2.2913E+001,7.3754E-002,2.7665E-001,0.0000E+000,4.0000E+000,8.4769E-002
166,1.6700E+002,2.6700E+002,-8.1645E+000,2.2891E+001,7.2851E-002,2.7385E-001,0.0000E+000,4.0000E+000,8.3818E-002
167,1.6700E+002,2.6600E+002,-8.2292E+000,2.2898E+001,6.9018E-002,2.6542E-001,0.0000E+000,4.0000E+000,8.0056E-002
168,1.6800E+002,2.6600E+002,-8.2118E+000,2.2924E+001,6.2022E-002,2.2704E-001,0.0000E+000,4.0000E+000,7.1819E-002
169,1.6800E+002,2.6700E+002,-8.1499E+000,2.2913E+001,6.6365E-002,2.3751E-001,0.0000E+000,4.0000E+000,7.6301E-002
170,1.6800E+002,2.6800E+002,-8.1631E+000,2.2945E+001,6.7433E-002,2.4092E-001,0.0000E+000,4.0000E+000,7.7314E-002
171,1.6800E+002,2.6900E+002,-8.1351E+000,2.2936E+001,6.9659E-002,3.3801E-001,0.0000E+000,4.0000E+000,7.9612E-002
172,1.6800E+002,2.7000E+002,-8.2762E+000,2.2726E+001,6.8484E-002,2.6201E-001,0.0000E+000,4.0000E+000,7.8461E-002
173,1.6900E+002,2.7000E+002,-7.8472E+000,2.2766E+001,6.6623E-002,2.5957E-001,0.0000E+000,4.0000E+000,7.6446E-002
174,1.6900E+002,2.6900E+002,-7.7068E+000,2.2979E+001,6.8038E-002,3.3442E-001,0.0000E+000,4.0000E+000,7.7785E-002
175,1.6900E+002,2.6800E+002,-7.6427E+000,2.2954E+001,6.5687E-002,2.5459E-001,0.0000E+000,4.0000E+000,7.5120E-002
176,1.6900E+002,2.6700E+002,-7.6701E+000,2.2915E+001,6.4530E-002,2.4874E-001,0.0000E+000,4.0000E+000,7.3948E-002
177,1.6900E+002,2.6600E+002,-7.6486E+000,2.2929E+001,6.0210E-002,2.3881E-001,0.0000E+000,4.0000E+000,6.9444E-002
178,1.7000E+002,2.6600E+002,1.6054E+000,2.1942E+001,3.9477E-002,8.0998E-002,0.0000E+000,4.0000E+000,4.5091E-002
179,1.7000E+002,2.6700E+002,1.2435E+000,1.7650E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
