SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY
638,2.6800E+002,2.6200E+002,-1.9691E+001,1.8722E+001,2.8180E-002,6.4538E-002,0.0000E+000,4.0000E+000,4.1811E-002
639,2.6800E+002,2.6300E+002,-1.9668E+001,1.8713E+001,3.0794E-002,6.4580E-002,0.0000E+000,4.0000E+000,4.4550E-002
640,2.6800E+002,2.6400E+002,-1.9744E+001,1.8702E+001,3.4666E-002,5.9749E-002,0.0000E+000,4.0000E+000,5.0223E-002
641,2.6800E+002,2.6500E+002,-1.9782E+001,1.8707E+001,4.0207E-002,7.1196E-002,0.0000E+000,4.0000E+000,5.8238E-002
642,2.6800E+002,2.6600E+002,-1.9799E+001,1.8795E+001,4.4223E-002,3.6546E-002,0.0000E+000,4.0000E+000,6.3758E-002
643,2.6900E+002,2.6600E+002,-1.9961E+001,1.8768E+001,4.2320E-002,2.6585E-002,0.0000E+000,4.0000E+000,6.3735E-002
644,2.6900E+002,2.6500E+002,-1.9939E+001,1.8675E+001,4.0509E-002,6.4580E-002,0.0000E+000,4.0000E+000,6.0854E-002
645,2.6900E+002,2.6400E+002,-1.9903E+001,1.8666E+001,3.5284E-002,5.9164E-002,0.0000E+000,4.0000E+000,5.2982E-002
646,2.6900E+002,2.6300E+002,-1.9853E+001,1.8671E+001,3.1215E-002,6.4387E-002,0.0000E+000,4.0000E+000,4.6158E-002
647,2.6900E+002,2.6200E+002,-1.9887E+001,1.8677E+001,2.9147E-002,6.3768E-002,0.0000E+000,4.0000E+000,4.4358E-002
648,2.7000E+002,2.6200E+002,1.8925E-001,1.3764E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
649,2.7000E+002,2.6300E+002,2.3625E-001,1.3761E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
650,2.7000E+002,2.6400E+002,3.5249E-001,1.3746E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
651,2.7000E+002,2.6500E+002,6.3018E-001,1.3724E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
652,2.7000E+002,2.6600E+002,7.7656E-001,1.3771E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
653,2.7100E+002,2.6600E+002,1.2355E-001,1.7977E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
654,2.7100E+002,2.6500E+002,-6.1553E-002,1.7825E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
655,2.7100E+002,2.6400E+002,-4.5935E-001,1.7962E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
656,2.7100E+002,2.6300E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
657,2.7100E+002,2.6200E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
658,2.7200E+002,2.6200E+002,-4.9871E+000,1.9422E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
659,2.7200E+002,2.6300E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
660,2.7200E+002,2.6400E+002,-4.1906E-001,1.7825E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
661,2.7200E+002,2.6500E+002,-1.3570E-001,1.7748E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
662,2.7200E+002,2.6600E+002,-7.9075E-002,1.8061E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
663,2.7300E+002,2.6600E+002,-2.0626E-001,1.8081E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
664,2.7300E+002,2.6500E+002,-2.0551E-001,1.7674E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
665,2.7300E+002,2.6400E+002,-2.1145E-001,9.1354E-001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
666,2.7300E+002,2.6300E+002,-3.9699E+000,1.9118E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
667,2.7300E+002,2.6200E+002,-4.2261E+000,1.9291E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
668,2.7400E+002,2.6200E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
669,2.7400E+002,2.6300E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
670,2.7400E+002,2.6400E+002,-1.8332E-002,9.0618E-001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
671,2.7400E+002,2.6500E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
672,2.7400E+002,2.6600E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
673,2.7500E+002,2.6600E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
674,2.7500E+002,2.6500E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
675,2.7500E+002,2.6400E+002,0.0000E+000,0.0000E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
676,2.7500E+002,2.6300E+002,-1.5935E+001,1.7885E+001,1.2899E-001,1.7764E-001,0.0000E+000,4.0000E+000,1.8215E-001
677,2.7500E+002,2.6200E+002,-1.5849E+001,1.7857E+001,1.3381E-001,1.7045E-001,0.0000E+000,4.0000E+000,1.8627E-001
678,2.7600E+002,2.6200E+002,1.6770E+000,7.3467E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
679,2.7600E+002,2.6300E+002,1.6921E+000,7.3484E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
680,2.7600E+002,2.6400E+002,1.8357E+000,6.0185E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
681,2.7600E+002,2.6500E+002,6.6555E-001,3.5196E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
682,2.7600E+002,2.6600E+002,1.6460E+000,5.9846E+000,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
683,2.7700E+002,2.6600E+002,8.5615E-001,1.3428E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
684,2.7700E+002,2.6500E+002,7.6843E-001,1.3447E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
685,2.7700E+002,2.6400E+002,7.2041E-001,1.3409E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
686,2.7700E+002,2.6300E+002,1.1049E+000,1.6287E+001,6.4964E-002,5.6007E-002,0.0000E+000,4.0000E+000,6.7598E-002
687,2.7700E+002,2.6200E+002,1.1067E+000,1.6286E+001,6.7895E-002,5.6350E-002,0.0000E+000,4.0000E+000,7.1305E-002
688,2.7800E+002,2.6200E+002,1.0443E+000,1.6242E+001,4.9936E-002,4.3563E-002,0.0000E+000,4.0000E+000,5.3086E-002
689,2.7800E+002,2.6300E+002,1.0651E+000,1.6240E+001,4.7624E-002,4.4296E-002,0.0000E+000,4.0000E+000,5.0418E-002
690,2.7800E+002,2.6400E+002,9.6858E-001,1.6276E+001,3.8014E-002,4.4257E-002,0.0000E+000,4.0000E+000,4.1179E-002
691,2.7800E+002,2.6500E+002,9.8981E-001,1.6310E+001,3.3828E-002,4.3717E-002,0.0000E+000,4.0000E+000,3.6911E-002
692,2.7800E+002,2.6600E+002,9.8286E-001,1.6351E+001,2.9006E-002,3.5278E-002,0.0000E+000,4.0000E+000,3.2092E-002
693,2.7900E+002,2.6600E+002,9.9172E-001,1.6315E+001,2.6643E-002,3.4104E-002,0.0000E+000,4.0000E+000,3.0274E-002
694,2.7900E+002,2.6500E+002,1.0056E+000,1.6248E+001,3.2715E-002,4.0388E-002,0.0000E+000,4.0000E+000,3.6430E-002
695,2.7900E+002,2.6400E+002,1.0112E+000,1.6226E+001,3.7594E-002,3.6220E-002,0.0000E+000,4.0000E+000,4.1248E-002
696,2.7900E+002,2.6300E+002,1.0954E+000,1.6198E+001,4.6080E-002,3.4859E-002,0.0000E+000,4.0000E+000,4.9565E-002
697,2.7900E+002,2.6200E+002,1.0743E+000,1.6201E+001,4.9109E-002,3.3192E-002,0.0000E+000,4.0000E+000,5.3040E-002
698,2.8000E+002,2.6200E+002,1.0815E+000,1.6166E+001,5.5558E-002,3.0108E-002,0.0000E+000,4.0000E+000,5.9991E-002
699,2.8000E+002,2.6300E+002,1.1012E+000,1.6162E+001,5.1639E-002,3.2060E-002,0.0000E+000,4.0000E+000,5.5629E-002
700,2.8000E+002,2.6400E+002,1.0356E+000,1.6184E+001,4.2251E-002,3.3717E-002,0.0000E+000,4.0000E+000,4.6499E-002
701,2.8000E+002,2.6500E+002,1.0098E+000,1.6197E+001,3.5624E-002,4.0134E-002,0.0000E+000,4.0000E+000,3.9876E-002
702,2.8000E+002,2.6600E+002,1.0066E+000,1.6269E+001,3.1426E-002,3.6964E-002,0.0000E+000,4.0000E+000,3.5900E-002
703,2.8100E+002,2.6600E+002,1.0405E+000,1.6225E+001,3.4072E-002,4.2893E-002,0.0000E+000,4.0000E+000,3.9461E-002
704,2.8100E+002,2.6500E+002,1.0406E+000,1.6150E+001,3.6765E-002,4.3547E-002,0.0000E+000,4.0000E+000,4.1665E-002
705,2.8100E+002,2.6400E+002,1.0545E+000,1.6139E+001,4.1568E-002,4.0119E-002,0.0000E+000,4.0000E+000,4.6311E-002
706,2.8100E+002,2.6300E+002,1.1034E+000,1.6123E+001,4.9738E-002,3.7272E-002,0.0000E+000,4.0000E+000,5.4260E-002
707,2.8100E+002,2.6200E+002,1.0960E+000,1.6125E+001,5.3893E-002,3.5385E-002,0.0000E+000,4.0000E+000,5.8888E-002
708,2.8200E+002,2.6200E+002,9.7743E-001,1.3227E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
709,2.8200E+002,2.6300E+002,1.2481E+000,1.6060E+001,4.8363E-002,5.3399E-002,0.0000E+000,4.0000E+000,5.3944E-002
710,2.8200E+002,2.6400E+002,9.3380E-001,1.3250E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
711,2.8200E+002,2.6500E+002,1.2384E+000,1.6089E+001,3.5058E-002,5.2904E-002,0.0000E+000,4.0000E+000,4.0895E-002
712,2.8300E+002,2.6500E+002,7.2702E-001,1.3334E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
713,2.8300E+002,2.6400E+002,6.9240E-001,1.3246E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
714,2.8300E+002,2.6300E+002,6.9245E-001,1.3228E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
715,2.8300E+002,2.6200E+002,6.9195E-001,1.3228E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
716,2.8400E+002,2.6200E+002,7.7027E-001,1.3194E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
717,2.8400E+002,2.6300E+002,7.7054E-001,1.3194E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
718,2.8400E+002,2.6400E+002,7.7712E-001,1.3207E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
719,2.8400E+002,2.6500E+002,8.2053E-001,1.3312E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
720,2.8500E+002,2.6500E+002,7.9850E-001,1.3268E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
721,2.8500E+002,2.6400E+002,7.6240E-001,1.3159E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
722,2.8500E+002,2.6300E+002,7.5612E-001,1.3148E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
723,2.8500E+002,2.6200E+002,7.5349E-001,1.3149E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
724,2.8600E+002,2.6200E+002,7.0714E-001,1.3096E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
725,2.8600E+002,2.6300E+002,7.0493E-001,1.3095E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
726,2.8600E+002,2.6400E+002,7.1610E-001,1.3101E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
727,2.8600E+002,2.6500E+002,7.4131E-001,1.3196E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
728,2.8700E+002,2.6500E+002,6.8049E-001,1.3104E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
729,2.8700E+002,2.6400E+002,6.5977E-001,1.3037E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
730,2.8700E+002,2.6300E+002,6.4214E-001,1.3034E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
731,2.8700E+002,2.6200E+002,6.5706E-001,1.3039E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
732,2.8800E+002,2.6200E+002,7.1165E-001,1.2974E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
733,2.8800E+002,2.6300E+002,6.9799E-001,1.2966E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
734,2.8800E+002,2.6400E+002,7.1855E-001,1.2969E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
735,2.8800E+002,2.6500E+002,7.2194E-001,1.3003E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
736,2.8900E+002,2.6500E+002,7.1878E-001,1.2915E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
737,2.8900E+002,2.6400E+002,7.2587E-001,1.2915E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
738,2.8900E+002,2.6300E+002,7.2997E-001,1.2912E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
739,2.8900E+002,2.6200E+002,7.3617E-001,1.2924E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
740,2.9000E+002,2.6200E+002,7.4113E-001,1.2898E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
741,2.9000E+002,2.6300E+002,7.3838E-001,1.2884E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
742,2.9000E+002,2.6400E+002,7.0668E-001,1.2884E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
743,2.9000E+002,2.6500E+002,6.9793E-001,1.2862E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
744,2.9100E+002,2.6500E+002,5.8848E-001,1.2845E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
745,2.9100E+002,2.6400E+002,5.9882E-001,1.2877E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
746,2.9100E+002,2.6300E+002,6.0199E-001,1.2882E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
747,2.9100E+002,2.6200E+002,5.8271E-001,1.2897E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
748,2.9200E+002,2.6200E+002,-8.9941E+000,1.6549E+001,5.1963E-002,1.5359E-001,0.0000E+000,4.0000E+000,6.6529E-002
749,2.9200E+002,2.6300E+002,-8.9629E+000,1.6537E+001,4.8084E-002,1.4331E-001,0.0000E+000,4.0000E+000,6.1419E-002
750,2.9200E+002,2.6400E+002,-9.3688E+000,1.6571E+001,4.2578E-002,1.5527E-001,0.0000E+000,4.0000E+000,5.3523E-002
751,2.9200E+002,2.6500E+002,-9.2849E+000,1.6648E+001,3.7547E-002,1.2211E-001,0.0000E+000,4.0000E+000,4.6969E-002
752,2.9300E+002,2.6500E+002,-9.3037E+000,1.6601E+001,4.1407E-002,1.8637E-001,0.0000E+000,4.0000E+000,5.1284E-002
753,2.9300E+002,2.6400E+002,-9.4805E+000,1.6544E+001,4.7510E-002,2.0688E-001,0.0000E+000,4.0000E+000,5.9176E-002
754,2.9300E+002,2.6300E+002,-9.2371E+000,1.6517E+001,5.2524E-002,2.1570E-001,0.0000E+000,4.0000E+000,6.6062E-002
755,2.9300E+002,2.6200E+002,-9.2603E+000,1.6516E+001,5.6397E-002,2.2588E-001,0.0000E+000,4.0000E+000,7.1993E-002
756,2.9400E+002,2.6200E+002,-1.0180E+001,1.6538E+001,4.8519E-002,2.3468E-001,0.0000E+000,4.0000E+000,6.3130E-002
757,2.9400E+002,2.6300E+002,-1.0160E+001,1.6550E+001,4.5016E-002,2.2457E-001,0.0000E+000,4.0000E+000,5.7656E-002
758,2.9400E+002,2.6400E+002,-1.0248E+001,1.6571E+001,3.9926E-002,2.2626E-001,0.0000E+000,4.0000E+000,5.0972E-002
759,2.9400E+002,2.6500E+002,-1.0146E+001,1.6658E+001,3.5043E-002,1.9569E-001,0.0000E+000,4.0000E+000,4.4338E-002
760,2.9500E+002,2.6500E+002,-1.0381E+001,1.6614E+001,4.4552E-002,1.9736E-001,0.0000E+000,4.0000E+000,5.7277E-002
761,2.9500E+002,2.6400E+002,-1.0452E+001,1.6546E+001,4.9981E-002,2.2307E-001,0.0000E+000,4.0000E+000,6.4808E-002
762,2.9500E+002,2.6300E+002,-1.0393E+001,1.6515E+001,5.5389E-002,2.3266E-001,0.0000E+000,4.0000E+000,7.1651E-002
763,2.9500E+002,2.6200E+002,-1.0406E+001,1.6494E+001,6.2012E-002,2.4324E-001,0.0000E+000,4.0000E+000,8.1280E-002
764,2.9500E+002,2.6100E+002,-1.0393E+001,1.6510E+001,6.5133E-002,2.3678E-001,0.0000E+000,4.0000E+000,8.5645E-002
765,2.9600E+002,2.6100E+002,-1.0370E+001,1.6421E+001,8.1789E-002,2.3939E-001,0.0000E+000,4.0000E+000,1.0561E-001
766,2.9600E+002,2.6200E+002,-1.0383E+001,1.6411E+001,7.7661E-002,2.4455E-001,0.0000E+000,4.0000E+000,1.0014E-001
767,2.9600E+002,2.6300E+002,-1.0370E+001,1.6439E+001,6.8570E-002,2.3376E-001,0.0000E+000,4.0000E+000,8.7545E-002
768,2.9600E+002,2.6400E+002,-1.0419E+001,1.6478E+001,6.3262E-002,2.2358E-001,0.0000E+000,4.0000E+000,8.1463E-002
769,2.9600E+002,2.6500E+002,-1.0387E+001,1.6512E+001,5.5752E-002,2.0348E-001,0.0000E+000,4.0000E+000,7.1447E-002
770,2.9700E+002,2.6500E+002,-1.0490E+001,1.6410E+001,6.1674E-002,2.0595E-001,0.0000E+000,4.0000E+000,7.8611E-002
771,2.9700E+002,2.6400E+002,-1.0478E+001,1.6394E+001,6.9408E-002,2.2940E-001,0.0000E+000,4.0000E+000,8.8893E-002
772,2.9700E+002,2.6300E+002,-1.0430E+001,1.6353E+001,7.5573E-002,2.2904E-001,0.0000E+000,4.0000E+000,9.5198E-002
773,2.9700E+002,2.6200E+002,-1.0442E+001,1.6321E+001,8.5444E-002,2.3861E-001,0.0000E+000,4.0000E+000,1.0862E-001
774,2.9700E+002,2.6100E+002,-1.0435E+001,1.6328E+001,9.0036E-002,2.3684E-001,0.0000E+000,4.0000E+000,1.1368E-001
775,2.9800E+002,2.6100E+002,-1.0736E+001,1.6255E+001,9.7879E-002,2.1982E-001,0.0000E+000,4.0000E+000,1.2405E-001
776,2.9800E+002,2.6200E+002,-1.0735E+001,1.6252E+001,9.3036E-002,2.1913E-001,0.0000E+000,4.0000E+000,1.1798E-001
777,2.9800E+002,2.6300E+002,-1.0722E+001,1.6284E+001,8.2501E-002,2.1053E-001,0.0000E+000,4.0000E+000,1.0367E-001
778,2.9800E+002,2.6400E+002,-1.0791E+001,1.6330E+001,7.6118E-002,2.2250E-001,0.0000E+000,4.0000E+000,9.8089E-002
779,2.9800E+002,2.6500E+002,-1.0828E+001,1.6339E+001,6.8217E-002,1.9516E-001,0.0000E+000,4.0000E+000,8.7066E-002
780,2.9900E+002,2.6500E+002,-1.1196E+001,1.6269E+001,6.9430E-002,1.5891E-001,0.0000E+000,4.0000E+000,8.9133E-002
781,2.9900E+002,2.6400E+002,-1.1117E+001,1.6276E+001,7.6534E-002,1.8653E-001,0.0000E+000,4.0000E+000,9.9834E-002
782,2.9900E+002,2.6300E+002,-1.1003E+001,1.6221E+001,8.3290E-002,1.6899E-001,0.0000E+000,4.0000E+000,1.0544E-001
783,2.9900E+002,2.6200E+002,-1.1027E+001,1.6196E+001,9.4076E-002,1.7643E-001,0.0000E+000,4.0000E+000,1.1976E-001
784,2.9900E+002,2.6100E+002,7.6997E-001,1.5172E+001,5.0223E-002,8.3973E-002,0.0000E+000,4.0000E+000,5.8803E-002
785,3.0000E+002,2.6100E+002,6.9618E-001,1.5141E+001,3.7541E-002,7.3647E-002,0.0000E+000,4.0000E+000,4.3848E-002
786,3.0000E+002,2.6200E+002,7.0958E-001,1.5139E+001,4.3909E-002,6.9751E-002,0.0000E+000,4.0000E+000,5.0073E-002
787,3.0000E+002,2.6300E+002,7.0733E-001,1.5156E+001,4.2904E-002,7.1772E-002,0.0000E+000,4.0000E+000,4.9026E-002
788,3.0000E+002,2.6400E+002,5.4030E-001,1.5209E+001,4.0331E-002,6.0104E-002,0.0000E+000,4.0000E+000,4.6152E-002
789,3.0000E+002,2.6500E+002,-1.1173E+001,1.6220E+001,6.2271E-002,9.8213E-002,0.0000E+000,4.0000E+000,7.9891E-002
790,3.0100E+002,2.6500E+002,6.7456E-001,1.5048E+001,3.1817E-002,4.7122E-002,0.0000E+000,4.0000E+000,3.6899E-002
791,3.0100E+002,2.6400E+002,7.1967E-001,1.5146E+001,3.1550E-002,6.5784E-002,0.0000E+000,4.0000E+000,3.6120E-002
792,3.0100E+002,2.6300E+002,7.3975E-001,1.5110E+001,3.5419E-002,6.3969E-002,0.0000E+000,4.0000E+000,4.0333E-002
793,3.0100E+002,2.6200E+002,7.2493E-001,1.5097E+001,3.7111E-002,6.1173E-002,0.0000E+000,4.0000E+000,4.2228E-002
794,3.0100E+002,2.6100E+002,7.2709E-001,1.5099E+001,3.5175E-002,6.5639E-002,0.0000E+000,4.0000E+000,4.0945E-002
795,3.0200E+002,2.6100E+002,-1.1047E+001,1.3277E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
796,3.0200E+002,2.6200E+002,-1.1034E+001,1.3280E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
797,3.0200E+002,2.6300E+002,-1.1031E+001,1.3291E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
798,3.0200E+002,2.6400E+002,-1.1034E+001,1.3349E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
799,3.0200E+002,2.6500E+002,-1.1114E+001,1.3152E+001,-1.0000E+000,-1.0000E+000,-1.0000E+000,5.0000E+000,0.0000E+000
800,3.0300E+002,2.6500E+002,-2.2565E+001,1.7141E+001,2.1901E-002,5.9292E-002,0.0000E+000,4.0000E+000,3.4255E-002
801,3.0300E+002,2.6400E+002,-2.2569E+001,1.7102E+001,2.4413E-002,7.5948E-002,0.0000E+000,4.0000E+000,3.8139E-002
802,3.0300E+002,2.6300E+002,-2.2599E+001,1.7095E+001,2.8478E-002,5.7041E-002,0.0000E+000,4.0000E+000,4.4215E-002
803,3.0300E+002,2.6200E+002,-2.2611E+001,1.7086E+001,3.4091E-002,5.8663E-002,0.0000E+000,4.0000E+000,5.2544E-002
804,3.0300E+002,2.6100E+002,-2.2641E+001,1.7097E+001,3.6229E-002,6.1416E-002,0.0000E+000,4.0000E+000,5.5992E-002
805,3.0400E+002,2.6100E+002,-2.2174E+001,1.6975E+001,4.7650E-002,4.9658E-002,0.0000E+000,4.0000E+000,7.5032E-002
806,3.0400E+002,2.6200E+002,-2.2150E+001,1.6967E+001,4.6995E-002,4.7929E-002,0.0000E+000,4.0000E+000,7.3118E-002
807,3.0400E+002,2.6300E+002,-2.2126E+001,1.6961E+001,4.4209E-002,4.6195E-002,0.0000E+000,4.0000E+000,6.9467E-002
808,3.0400E+002,2.6400E+002,-2.2077E+001,1.6969E+001,3.6675E-002,5.0826E-002,0.0000E+000,4.0000E+000,5.7961E-002
809,3.0400E+002,2.6500E+002,-2.2080E+001,1.7051E+001,2.7463E-002,3.8866E-002,0.0000E+000,4.0000E+000,4.3828E-002
810,3.0500E+002,2.6500E+002,-2.1700E+001,1.6975E+001,3.0562E-002,5.0719E-002,0.0000E+000,4.0000E+000,4.7940E-002
811,3.0500E+002,2.6400E+002,-2.1718E+001,1.6881E+001,3.4145E-002,6.8433E-002,0.0000E+000,4.0000E+000,5.3342E-002
812,3.0500E+002,2.6300E+002,-2.1813E+001,1.6853E+001,4.0082E-002,8.2855E-002,0.0000E+000,4.0000E+000,6.3319E-002
813,3.0500E+002,2.6200E+002,-2.1792E+001,1.6855E+001,4.3127E-002,8.5356E-002,0.0000E+000,4.0000E+000,6.7404E-002
814,3.0500E+002,2.6100E+002,-2.1784E+001,1.6855E+001,4.4289E-002,8.9521E-002,0.0000E+000,4.0000E+000,6.9998E-002
815,3.0600E+002,2.6100E+002,-2.1771E+001,1.6803E+001,6.5795E-002,1.2890E-001,0.0000E+000,4.0000E+000,1.0764E-001
816,3.0600E+002,2.6200E+002,-2.1776E+001,1.6803E+001,6.2755E-002,1.2470E-001,0.0000E+000,4.0000E+000,1.0004E-001
817,3.0600E+002,2.6300E+002,-2.1798E+001,1.6814E+001,5.6336E-002,1.1088E-001,0.0000E+000,4.0000E+000,9.0161E-002
818,3.0600E+002,2.6400E+002,-2.1730E+001,1.6869E+001,4.9529E-002,8.0683E-002,0.0000E+000,4.0000E+000,7.8147E-002
819,3.0600E+002,2.6500E+002,-2.1732E+001,1.6947E+001,4.5768E-002,6.5529E-002,0.0000E+000,4.0000E+000,7.2052E-002
820,3.0700E+002,2.6400E+002,-2.1721E+001,1.6850E+001,6.4288E-002,1.1007E-001,0.0000E+000,4.0000E+000,1.0178E-001
