"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.272949220E-1,-1.684112549E-1,-1.515197754E-1,9.821060181E0,9.823672616E0
7.296752930E-1,-2.019042969E-1,-1.800842285E-1,9.792526245E0,9.796262856E0
7.320556640E-1,-1.971130371E-1,-1.705627441E-1,9.787780762E0,9.791251066E0
7.344360350E-1,-1.971130371E-1,-1.943664551E-1,9.825820923E0,9.829719664E0
7.368164060E-1,-1.588592529E-1,-1.610412598E-1,9.797286987E0,9.799898105E0
7.391967770E-1,-1.492919922E-1,-1.848449707E-1,9.811553955E0,9.814430538E0
7.415771480E-1,-1.827697754E-1,-1.896057129E-1,9.816314697E0,9.819846707E0
7.439575190E-1,-1.827697754E-1,-2.133941650E-1,9.811553955E0,9.815576034E0
7.463378900E-1,-1.540679932E-1,-1.848449707E-1,9.811553955E0,9.814504349E0
7.486877440E-1,-1.588592529E-1,-2.038879395E-1,9.768737793E0,9.772156600E0
7.510681150E-1,-1.779785156E-1,-1.943664551E-1,9.778244019E0,9.781794864E0
7.534484860E-1,-1.540679932E-1,-1.753234863E-1,9.787780762E0,9.790563187E0
7.558288570E-1,-1.827697754E-1,-1.753234863E-1,9.778244019E0,9.781523358E0
7.582092280E-1,-1.397247314E-1,-1.848449707E-1,9.778244019E0,9.780989048E0
7.605895990E-1,-1.732025146E-1,-1.800842285E-1,9.825820923E0,9.828997215E0
7.629699700E-1,-1.732025146E-1,-1.753234863E-1,9.802047729E0,9.805145441E0
7.653503420E-1,-1.445159912E-1,-2.086334229E-1,9.778244019E0,9.781537142E0
7.677001950E-1,-1.492919922E-1,-1.991119385E-1,9.825820923E0,9.828971995E0
7.700805660E-1,-1.684112549E-1,-1.800842285E-1,9.806793213E0,9.809892242E0
7.724609370E-1,-1.540679932E-1,-1.753234863E-1,9.773498535E0,9.776285025E0
7.748413080E-1,-1.636505127E-1,-2.038879395E-1,9.778244019E0,9.781738489E0
7.772216790E-1,-1.732025146E-1,-2.086334229E-1,9.825820923E0,9.829561731E0
7.796020500E-1,-1.636505127E-1,-1.800842285E-1,9.816314697E0,9.819330224E0
7.819824220E-1,-1.684112549E-1,-1.610412598E-1,9.759231567E0,9.762012980E0
7.843627930E-1,-1.971130371E-1,-1.658020020E-1,9.792526245E0,9.795913133E0
7.867431640E-1,-1.684112549E-1,-1.658020020E-1,9.768737793E0,9.771596119E0
7.891235350E-1,-1.732025146E-1,-1.896057129E-1,9.806793213E0,9.810155073E0
7.915039060E-1,-1.779785156E-1,-2.133941650E-1,9.792526245E0,9.796467919E0
7.938842770E-1,-1.684112549E-1,-1.658020020E-1,9.816314697E0,9.819159174E0
7.962646480E-1,-2.019042969E-1,-2.038879395E-1,9.787780762E0,9.791985901E0
7.986450190E-1,-1.540679932E-1,-1.991119385E-1,9.792526245E0,9.795761980E0
8.010253900E-1,-1.971130371E-1,-1.896057129E-1,9.797286987E0,9.801103825E0
8.034057610E-1,-1.875457764E-1,-1.658020020E-1,9.797286987E0,9.800484480E0
8.057861330E-1,-1.732025146E-1,-1.896057129E-1,9.806793213E0,9.810155073E0
8.081359860E-1,-1.636505127E-1,-1.753234863E-1,9.787780762E0,9.790718669E0
8.105163570E-1,-1.636505127E-1,-1.896057129E-1,9.816314697E0,9.819509461E0
8.128967280E-1,-2.066650391E-1,-1.800842285E-1,9.773498535E0,9.777341887E0
8.152770990E-1,-1.779785156E-1,-1.848449707E-1,9.768737793E0,9.772107351E0
8.176574700E-1,-1.732025146E-1,-1.896057129E-1,9.792526245E0,9.795893002E0
8.200378420E-1,-1.732025146E-1,-1.896057129E-1,9.797286987E0,9.800652108E0
8.224182130E-1,-1.779785156E-1,-1.991119385E-1,9.759231567E0,9.762884958E0
8.247985840E-1,-1.875457764E-1,-2.133941650E-1,9.792526245E0,9.796646403E0
8.271484370E-1,-1.732025146E-1,-2.086334229E-1,9.768737793E0,9.772500452E0
8.295288080E-1,-1.779785156E-1,-1.943664551E-1,9.778244019E0,9.781794864E0
8.319091790E-1,-1.779785156E-1,-1.896057129E-1,9.759231567E0,9.762695707E0
8.342895500E-1,-1.779785156E-1,-1.896057129E-1,9.802047729E0,9.805496743E0
8.366699220E-1,-1.588592529E-1,-1.991119385E-1,9.806793213E0,9.810100659E0
8.390502930E-1,-2.019042969E-1,-1.943664551E-1,9.763992310E0,9.768013590E0
8.414306640E-1,-1.827697754E-1,-1.658020020E-1,9.792526245E0,9.795635015E0
8.438110350E-1,-1.779785156E-1,-1.515197754E-1,9.787780762E0,9.790571323E0
8.461914060E-1,-1.732025146E-1,-1.753234863E-1,9.811553955E0,9.814648667E0
8.485412590E-1,-1.540679932E-1,-1.896057129E-1,9.773498535E0,9.776551585E0
8.509216310E-1,-1.445159912E-1,-1.705627441E-1,9.773498535E0,9.776054937E0
8.533020020E-1,-1.684112549E-1,-1.800842285E-1,9.797286987E0,9.800389022E0
8.556823730E-1,-1.540679932E-1,-1.800842285E-1,9.778244019E0,9.781115650E0
8.580627440E-1,-1.684112549E-1,-1.705627441E-1,9.797286987E0,9.800218687E0
8.604431150E-1,-1.684112549E-1,-2.086334229E-1,9.811553955E0,9.815216822E0
8.628234860E-1,-1.349487305E-1,-1.467590332E-1,9.802047729E0,9.804075125E0
8.652038570E-1,-1.636505127E-1,-1.991119385E-1,9.778244019E0,9.781640105E0
8.675537110E-1,-1.492919922E-1,-1.991119385E-1,9.797286987E0,9.800447233E0
8.699340820E-1,-1.588592529E-1,-1.753234863E-1,9.773498535E0,9.776361706E0
8.723144530E-1,-1.779785156E-1,-2.038879395E-1,9.768737793E0,9.772486107E0
8.746948240E-1,-1.588592529E-1,-1.800842285E-1,9.797286987E0,9.800229533E0
8.770751950E-1,-1.875457764E-1,-1.896057129E-1,9.792526245E0,9.796157104E0
8.794555660E-1,-1.349487305E-1,-1.562805176E-1,9.797286987E0,9.799462591E0
8.818359370E-1,-1.684112549E-1,-1.991119385E-1,9.768737793E0,9.772218069E0
8.842163080E-1,-1.732025146E-1,-1.610412598E-1,9.802047729E0,9.804900463E0
8.865661620E-1,-1.971130371E-1,-1.848449707E-1,9.806793213E0,9.810515498E0
8.889465330E-1,-1.684112549E-1,-1.848449707E-1,9.768737793E0,9.771937785E0
8.913269040E-1,-2.019042969E-1,-1.943664551E-1,9.787780762E0,9.791792272E0
8.937072750E-1,-1.492919922E-1,-1.515197754E-1,9.821060181E0,9.823363447E0
8.960876460E-1,-1.827697754E-1,-1.515197754E-1,9.821060181E0,9.823929260E0
8.984680170E-1,-2.019042969E-1,-1.848449707E-1,9.768737793E0,9.772572388E0
9.008483880E-1,-1.636505127E-1,-2.133941650E-1,9.821060181E0,9.824741301E0
9.032287590E-1,-1.684112549E-1,-2.038879395E-1,9.825820923E0,9.829378894E0
9.056091310E-1,-1.684112549E-1,-1.753234863E-1,9.802047729E0,9.805061977E0
9.079589840E-1,-1.875457764E-1,-1.943664551E-1,9.840087891E0,9.843794057E0
9.103393550E-1,-1.875457764E-1,-1.658020020E-1,9.783004761E0,9.786206919E0
9.127197260E-1,-1.636505127E-1,-2.086334229E-1,9.811553955E0,9.815136291E0
9.151000970E-1,-1.923217773E-1,-1.800842285E-1,9.768737793E0,9.772290216E0
9.174804680E-1,-2.114562988E-1,-1.705627441E-1,9.744964600E0,9.748750713E0
9.198608400E-1,-2.066650391E-1,-1.896057129E-1,9.816314697E0,9.820320514E0
9.222412110E-1,-1.875457764E-1,-2.038879395E-1,9.783004761E0,9.786926272E0
9.246215820E-1,-1.827697754E-1,-1.896057129E-1,9.797286987E0,9.800825854E0
9.269714350E-1,-2.114562988E-1,-1.753234863E-1,9.778244019E0,9.782101419E0
9.293518060E-1,-1.779785156E-1,-1.991119385E-1,9.773498535E0,9.777146595E0
9.317321770E-1,-1.684112549E-1,-1.991119385E-1,9.792526245E0,9.795998069E0
9.341125490E-1,-1.827697754E-1,-1.896057129E-1,9.830566406E0,9.834093298E0
9.364929200E-1,-1.588592529E-1,-1.753234863E-1,9.811553955E0,9.814406024E0
9.388732910E-1,-1.684112549E-1,-1.991119385E-1,9.821060181E0,9.824521922E0
9.412536620E-1,-1.923217773E-1,-1.991119385E-1,9.797286987E0,9.801197148E0
9.436340330E-1,-1.971130371E-1,-2.133941650E-1,9.806793213E0,9.811094931E0
9.459838860E-1,-1.540679932E-1,-1.943664551E-1,9.811553955E0,9.814688292E0
9.483642580E-1,-1.540679932E-1,-1.991119385E-1,9.749725342E0,9.752975277E0
9.507446290E-1,-2.066650391E-1,-1.705627441E-1,9.783004761E0,9.786673809E0
9.531250000E-1,-1.684112549E-1,-1.610412598E-1,9.797286987E0,9.800057599E0
9.555053710E-1,-1.588592529E-1,-1.753234863E-1,9.763992310E0,9.766858267E0
9.578857420E-1,-1.732025146E-1,-1.848449707E-1,9.768737793E0,9.772021533E0
9.602661130E-1,-2.019042969E-1,-1.610412598E-1,9.783004761E0,9.786413121E0
9.626464840E-1,-1.827697754E-1,-1.753234863E-1,9.778244019E0,9.781523358E0
9.649963380E-1,-1.827697754E-1,-1.753234863E-1,9.768737793E0,9.772020323E0
9.673767090E-1,-2.019042969E-1,-1.991119385E-1,9.792526245E0,9.796631113E0
9.697570800E-1,-1.875457764E-1,-1.705627441E-1,9.797286987E0,9.800566176E0
9.721374510E-1,-1.923217773E-1,-1.896057129E-1,9.792526245E0,9.796249704E0
9.745178220E-1,-1.875457764E-1,-1.943664551E-1,9.811553955E0,9.815270895E0
9.768981930E-1,-1.923217773E-1,-1.515197754E-1,9.816314697E0,9.819367604E0
9.792785640E-1,-1.588592529E-1,-1.848449707E-1,9.802047729E0,9.805077441E0
9.816589350E-1,-1.492919922E-1,-2.086334229E-1,9.802047729E0,9.805404413E0
9.840393060E-1,-1.588592529E-1,-1.943664551E-1,9.802047729E0,9.805261561E0
9.863891600E-1,-1.827697754E-1,-1.800842285E-1,9.816314697E0,9.819667477E0
9.887695310E-1,-1.732025146E-1,-1.896057129E-1,9.792526245E0,9.795893002E0
9.911499020E-1,-1.875457764E-1,-1.800842285E-1,9.787780762E0,9.791233629E0
9.935302730E-1,-2.066650391E-1,-1.896057129E-1,9.754470825E0,9.758502029E0
9.959106440E-1,-1.732025146E-1,-1.753234863E-1,9.787780762E0,9.790882988E0
9.982910150E-1,-1.636505127E-1,-1.610412598E-1,9.744964600E0,9.747668994E0
1.000671386E0,-1.827697754E-1,-2.086334229E-1,9.778244019E0,9.782177098E0
1.003051758E0,-1.875457764E-1,-1.800842285E-1,9.830566406E0,9.834004251E0
1.005401611E0,-1.684112549E-1,-1.800842285E-1,9.787780762E0,9.790885809E0
1.007781982E0,-1.732025146E-1,-1.896057129E-1,9.778244019E0,9.781615691E0
1.010162353E0,-1.923217773E-1,-1.896057129E-1,9.797286987E0,9.801008637E0
1.012542724E0,-1.492919922E-1,-1.467590332E-1,9.835327148E0,9.837554901E0
1.014923095E0,-1.397247314E-1,-1.943664551E-1,9.797286987E0,9.800210897E0
1.017303467E0,-1.684112549E-1,-2.038879395E-1,9.778244019E0,9.781819295E0
1.019683838E0,-1.636505127E-1,-1.658020020E-1,9.806793213E0,9.809559874E0
1.022064209E0,-1.779785156E-1,-1.991119385E-1,9.783004761E0,9.786649277E0
1.024414062E0,-1.540679932E-1,-2.038879395E-1,9.811553955E0,9.814881469E0
1.026794433E0,-1.540679932E-1,-2.229156494E-1,9.811553955E0,9.815295174E0
1.029174804E0,-1.971130371E-1,-1.848449707E-1,9.778244019E0,9.781977167E0
1.031555175E0,-1.732025146E-1,-1.991119385E-1,9.773498535E0,9.777060821E0
1.033935547E0,-1.827697754E-1,-2.133941650E-1,9.768737793E0,9.772777493E0
1.036315918E0,-1.732025146E-1,-1.848449707E-1,9.792526245E0,9.795802011E0
1.038696289E0,-1.540679932E-1,-1.705627441E-1,9.787780762E0,9.790479091E0
1.041076660E0,-2.066650391E-1,-1.943664551E-1,9.744964600E0,9.749093486E0
1.043457031E0,-1.492919922E-1,-1.753234863E-1,9.783004761E0,9.785714515E0
1.045806884E0,-1.875457764E-1,-1.943664551E-1,9.835327148E0,9.839035108E0
1.048187256E0,-1.875457764E-1,-2.038879395E-1,9.778244019E0,9.782167439E0
1.050567627E0,-1.875457764E-1,-2.324523926E-1,9.821060181E0,9.825600776E0
1.052947998E0,-1.875457764E-1,-1.943664551E-1,9.844833374E0,9.848537754E0
1.055328369E0,-1.875457764E-1,-1.991119385E-1,9.816314697E0,9.820124908E0
1.057708740E0,-1.827697754E-1,-1.943664551E-1,9.768737793E0,9.772380528E0
1.060089111E0,-1.732025146E-1,-1.753234863E-1,9.806793213E0,9.809889426E0
1.062469482E0,-1.827697754E-1,-1.896057129E-1,9.806793213E0,9.810328651E0
1.064849853E0,-2.019042969E-1,-1.896057129E-1,9.768737793E0,9.772663595E0
1.067230224E0,-1.779785156E-1,-1.610412598E-1,9.816314697E0,9.819248692E0
1.069610595E0,-1.732025146E-1,-1.896057129E-1,9.806793213E0,9.810155073E0
1.071990967E0,-1.923217773E-1,-1.705627441E-1,9.787780762E0,9.791155782E0
1.074371338E0,-2.019042969E-1,-2.086334229E-1,9.759231567E0,9.763549254E0
1.076751709E0,-1.923217773E-1,-1.658020020E-1,9.749725342E0,9.753031437E0
1.079132080E0,-1.492919922E-1,-1.753234863E-1,9.830566406E0,9.833263054E0
1.081512451E0,-1.923217773E-1,-1.848449707E-1,9.787780762E0,9.791414993E0
1.083862304E0,-1.588592529E-1,-1.753234863E-1,9.749725342E0,9.752595492E0
1.086242675E0,-1.684112549E-1,-1.658020020E-1,9.816314697E0,9.819159174E0
1.088623047E0,-1.732025146E-1,-1.705627441E-1,9.802047729E0,9.805061471E0
1.091003418E0,-1.875457764E-1,-1.848449707E-1,9.773498535E0,9.777045295E0
1.093383789E0,-1.827697754E-1,-1.658020020E-1,9.792526245E0,9.795635015E0
1.095764160E0,-1.732025146E-1,-1.848449707E-1,9.806793213E0,9.810064215E0
1.098144531E0,-1.875457764E-1,-1.848449707E-1,9.797286987E0,9.800825138E0
1.100524902E0,-1.684112549E-1,-1.753234863E-1,9.802047729E0,9.805061977E0
1.102905273E0,-1.445159912E-1,-2.038879395E-1,9.806793213E0,9.809976977E0
1.105255127E0,-1.684112549E-1,-1.610412598E-1,9.802047729E0,9.804816996E0
1.107635498E0,-1.636505127E-1,-1.991119385E-1,9.802047729E0,9.805435571E0
1.110015869E0,-1.779785156E-1,-1.896057129E-1,9.797286987E0,9.800737676E0
1.112396240E0,-1.492919922E-1,-2.133941650E-1,9.835327148E0,9.838774583E0
1.114776611E0,-1.684112549E-1,-1.991119385E-1,9.821060181E0,9.824521922E0
1.117156982E0,-2.019042969E-1,-1.753234863E-1,9.778244019E0,9.781899599E0
1.119537353E0,-1.779785156E-1,-1.800842285E-1,9.802047729E0,9.805317250E0
1.121917724E0,-1.540679932E-1,-2.038879395E-1,9.792526245E0,9.795860223E0
1.124267578E0,-1.636505127E-1,-1.705627441E-1,9.792526245E0,9.795378676E0
1.126647949E0,-1.827697754E-1,-1.705627441E-1,9.740203857E0,9.743411498E0
1.129028320E0,-1.971130371E-1,-1.991119385E-1,9.792526245E0,9.796533539E0
1.131408691E0,-1.445159912E-1,-1.658020020E-1,9.783004761E0,9.785476857E0
1.133789062E0,-1.779785156E-1,-1.896057129E-1,9.802047729E0,9.805496743E0
1.136169433E0,-1.492919922E-1,-1.610412598E-1,9.835327148E0,9.837778332E0
1.138549804E0,-1.684112549E-1,-1.896057129E-1,9.783004761E0,9.786291168E0
1.140899658E0,-1.636505127E-1,-1.848449707E-1,9.797286987E0,9.800397005E0
1.143280029E0,-1.636505127E-1,-1.562805176E-1,9.825820923E0,9.828426217E0
1.145660400E0,-1.492919922E-1,-1.848449707E-1,9.806793213E0,9.809671191E0
1.148040771E0,-1.301574707E-1,-1.991119385E-1,9.802047729E0,9.804933769E0
1.150421142E0,-2.066650391E-1,-1.943664551E-1,9.821060181E0,9.825157089E0
1.152801513E0,-1.732025146E-1,-1.800842285E-1,9.811553955E0,9.814734864E0
1.155181884E0,-1.588592529E-1,-1.896057129E-1,9.797286987E0,9.800409119E0
1.157562256E0,-1.971130371E-1,-2.038879395E-1,9.773498535E0,9.777612053E0
1.159942627E0,-1.971130371E-1,-1.943664551E-1,9.806793213E0,9.810699516E0
1.162322998E0,-1.827697754E-1,-1.848449707E-1,9.773498535E0,9.776954847E0
1.164672851E0,-1.684112549E-1,-2.038879395E-1,9.763992310E0,9.767572803E0
1.167053222E0,-1.779785156E-1,-2.133941650E-1,9.778244019E0,9.782191447E0
1.169433593E0,-1.684112549E-1,-1.991119385E-1,9.821060181E0,9.824521922E0
1.171813965E0,-1.684112549E-1,-1.896057129E-1,9.778244019E0,9.781532025E0
1.174194336E0,-1.732025146E-1,-1.800842285E-1,9.773498535E0,9.776691826E0
1.176574707E0,-1.827697754E-1,-2.038879395E-1,9.821060181E0,9.824876496E0
1.178955078E0,-1.684112549E-1,-1.800842285E-1,9.792526245E0,9.795629788E0
1.181335449E0,-1.971130371E-1,-2.038879395E-1,9.773498535E0,9.777612053E0
1.183685302E0,-2.019042969E-1,-1.753234863E-1,9.787780762E0,9.791432781E0
1.186065674E0,-1.827697754E-1,-1.896057129E-1,9.816314697E0,9.819846707E0
1.188446045E0,-1.875457764E-1,-1.991119385E-1,9.773498535E0,9.777325432E0
1.190826416E0,-1.732025146E-1,-2.181701660E-1,9.773498535E0,9.777467512E0
1.193206787E0,-2.019042969E-1,-2.181701660E-1,9.773498535E0,9.778018060E0
1.195587158E0,-1.684112549E-1,-1.610412598E-1,9.797286987E0,9.800057599E0
1.197967529E0,-1.732025146E-1,-2.181701660E-1,9.768737793E0,9.772708703E0
1.200347900E0,-1.636505127E-1,-1.705627441E-1,9.806793213E0,9.809641495E0
1.202697754E0,-1.779785156E-1,-1.991119385E-1,9.802047729E0,9.805685168E0
1.205078125E0,-2.019042969E-1,-1.991119385E-1,9.797286987E0,9.801389862E0
1.207458496E0,-2.162475586E-1,-2.038879395E-1,9.783004761E0,9.787518350E0
1.209838867E0,-1.684112549E-1,-1.943664551E-1,9.792526245E0,9.795902762E0
1.212219238E0,-1.684112549E-1,-1.896057129E-1,9.783004761E0,9.786291168E0
1.214599609E0,-1.875457764E-1,-2.133941650E-1,9.778244019E0,9.782370192E0
1.216979980E0,-1.923217773E-1,-2.038879395E-1,9.778244019E0,9.782260171E0
1.219360351E0,-1.827697754E-1,-1.943664551E-1,9.806793213E0,9.810421817E0
1.221740722E0,-1.684112549E-1,-2.038879395E-1,9.825820923E0,9.829378894E0
1.224090576E0,-1.636505127E-1,-1.800842285E-1,9.759231567E0,9.762264727E0
1.226470947E0,-1.779785156E-1,-1.848449707E-1,9.802047729E0,9.805405841E0
1.228851318E0,-1.684112549E-1,-1.420135498E-1,9.806793213E0,9.809267216E0
1.231231689E0,-1.684112549E-1,-2.181701660E-1,9.763992310E0,9.767881367E0
1.233612060E0,-1.636505127E-1,-1.943664551E-1,9.787780762E0,9.791078186E0
1.235992431E0,-1.588592529E-1,-1.800842285E-1,9.783004761E0,9.785951601E0
1.238372802E0,-1.540679932E-1,-1.943664551E-1,9.773498535E0,9.776645073E0
1.240753174E0,-1.588592529E-1,-1.848449707E-1,9.806793213E0,9.809821458E0
1.243130492E0,-1.588592529E-1,-1.610412598E-1,9.802047729E0,9.804657579E0
1.245510863E0,-1.684112549E-1,-1.658020020E-1,9.830566406E0,9.833406761E0
1.247891234E0,-1.636505127E-1,-2.086334229E-1,9.806793213E0,9.810377287E0
1.250271605E0,-1.732025146E-1,-1.658020020E-1,9.797286987E0,9.800220494E0
1.252651976E0,-1.588592529E-1,-1.562805176E-1,9.797286987E0,9.799821028E0
1.255032348E0,-1.684112549E-1,-1.943664551E-1,9.783004761E0,9.786384563E0
1.257412719E0,-1.779785156E-1,-2.038879395E-1,9.787780762E0,9.791521786E0
1.259793090E0,-1.445159912E-1,-1.943664551E-1,9.816314697E0,9.819302288E0
1.262173461E0,-1.540679932E-1,-1.705627441E-1,9.783004761E0,9.785704407E0
1.264523314E0,-1.636505127E-1,-1.848449707E-1,9.768737793E0,9.771856897E0
1.266903685E0,-1.732025146E-1,-1.562805176E-1,9.754470825E0,9.757260056E0
1.269284057E0,-1.732025146E-1,-1.610412598E-1,9.797286987E0,9.800141107E0
1.271664428E0,-1.492919922E-1,-1.848449707E-1,9.787780762E0,9.790664329E0
1.274044799E0,-1.636505127E-1,-1.991119385E-1,9.811553955E0,9.814938516E0
1.276425170E0,-1.684112549E-1,-1.610412598E-1,9.816314697E0,9.819079940E0
1.278805541E0,-1.732025146E-1,-2.038879395E-1,9.821060181E0,9.824703175E0
1.281185912E0,-1.540679932E-1,-2.086334229E-1,9.778244019E0,9.781682930E0
1.283535765E0,-1.492919922E-1,-1.848449707E-1,9.759231567E0,9.762123568E0
1.285916137E0,-1.875457764E-1,-1.943664551E-1,9.802047729E0,9.805768273E0
1.288296508E0,-1.540679932E-1,-2.086334229E-1,9.783004761E0,9.786441999E0
1.290676879E0,-1.779785156E-1,-2.038879395E-1,9.778244019E0,9.781988690E0
1.293057250E0,-1.540679932E-1,-1.896057129E-1,9.811553955E0,9.814595167E0
1.295437621E0,-1.779785156E-1,-1.991119385E-1,9.797286987E0,9.800926192E0
1.297817992E0,-1.588592529E-1,-2.038879395E-1,9.792526245E0,9.795936750E0
1.300198363E0,-1.636505127E-1,-1.991119385E-1,9.797286987E0,9.800676475E0
1.302548217E0,-1.827697754E-1,-1.800842285E-1,9.806793213E0,9.810149247E0
1.304928588E0,-1.875457764E-1,-2.229156494E-1,9.811553955E0,9.815877741E0
1.307308959E0,-1.875457764E-1,-1.991119385E-1,9.783004761E0,9.786827940E0
1.309689330E0,-1.732025146E-1,-1.705627441E-1,9.783004761E0,9.786024367E0
1.312069701E0,-1.827697754E-1,-2.133941650E-1,9.811553955E0,9.815576034E0
1.314450072E0,-1.732025146E-1,-1.800842285E-1,9.773498535E0,9.776691826E0
1.316830443E0,-1.636505127E-1,-1.943664551E-1,9.763992310E0,9.767297765E0
1.319210814E0,-1.445159912E-1,-1.943664551E-1,9.787780762E0,9.790777060E0
1.321591185E0,-1.588592529E-1,-1.848449707E-1,9.806793213E0,9.809821458E0
1.323941039E0,-2.114562988E-1,-2.229156494E-1,9.759231567E0,9.764067080E0
1.326321410E0,-1.636505127E-1,-1.991119385E-1,9.778244019E0,9.781640105E0
1.328701781E0,-1.779785156E-1,-1.896057129E-1,9.759231567E0,9.762695707E0
1.331082152E0,-1.875457764E-1,-1.800842285E-1,9.759231567E0,9.762694532E0
1.333462523E0,-1.732025146E-1,-1.943664551E-1,9.763992310E0,9.767462478E0
1.335842894E0,-2.019042969E-1,-1.848449707E-1,9.849609375E0,9.853412498E0
1.338223265E0,-2.066650391E-1,-1.896057129E-1,9.802047729E0,9.806059374E0
1.340603637E0,-2.019042969E-1,-1.848449707E-1,9.787780762E0,9.791607899E0
1.342953490E0,-1.732025146E-1,-1.848449707E-1,9.802047729E0,9.805320314E0
1.345333861E0,-1.732025146E-1,-1.848449707E-1,9.825820923E0,9.829085592E0
1.347714232E0,-1.636505127E-1,-1.848449707E-1,9.806793213E0,9.809900217E0
1.350094603E0,-1.971130371E-1,-1.943664551E-1,9.797286987E0,9.801197079E0
1.352474974E0,-1.827697754E-1,-1.705627441E-1,9.840087891E0,9.843262982E0
1.354855346E0,-1.779785156E-1,-1.753234863E-1,9.802047729E0,9.805230970E0
1.357235717E0,-1.684112549E-1,-2.133941650E-1,9.797286987E0,9.801057684E0
1.359616088E0,-1.588592529E-1,-1.943664551E-1,9.806793213E0,9.810005489E0
1.361996459E0,-1.636505127E-1,-1.991119385E-1,9.792526245E0,9.795917380E0
1.364376830E0,-1.492919922E-1,-1.753234863E-1,9.783004761E0,9.785714515E0
1.366757201E0,-2.066650391E-1,-1.800842285E-1,9.759231567E0,9.763080536E0
1.369137572E0,-1.875457764E-1,-1.753234863E-1,9.792526245E0,9.795891078E0
1.371517943E0,-1.779785156E-1,-1.467590332E-1,9.811553955E0,9.814265412E0
1.373898314E0,-1.492919922E-1,-1.896057129E-1,9.792526245E0,9.795499410E0
1.376278685E0,-1.684112549E-1,-2.086334229E-1,9.821060181E0,9.824719504E0
1.378659057E0,-1.636505127E-1,-1.658020020E-1,9.816314697E0,9.819078675E0
1.381039428E0,-1.684112549E-1,-1.943664551E-1,9.787780762E0,9.791158916E0
1.383389281E0,-1.779785156E-1,-1.991119385E-1,9.797286987E0,9.800926192E0
1.385769652E0,-1.827697754E-1,-1.800842285E-1,9.802047729E0,9.805405387E0
1.388150023E0,-1.875457764E-1,-2.086334229E-1,9.849609375E0,9.853603715E0
1.390530394E0,-1.827697754E-1,-2.133941650E-1,9.797286987E0,9.801314921E0
1.392910765E0,-1.971130371E-1,-1.991119385E-1,9.821060181E0,9.825055836E0
1.395291137E0,-1.732025146E-1,-1.943664551E-1,9.792526245E0,9.795986305E0
1.397671508E0,-1.827697754E-1,-1.800842285E-1,9.792526245E0,9.795887167E0
1.400051879E0,-1.875457764E-1,-1.991119385E-1,9.816314697E0,9.820124908E0
1.402401732E0,-1.827697754E-1,-1.562805176E-1,9.768737793E0,9.771697215E0
1.404782103E0,-1.636505127E-1,-1.753234863E-1,9.802047729E0,9.804981362E0
1.407162474E0,-1.397247314E-1,-2.086334229E-1,9.811553955E0,9.814766524E0
1.409542846E0,-1.923217773E-1,-2.038879395E-1,9.806793213E0,9.810797678E0
1.411923217E0,-1.588592529E-1,-1.705627441E-1,9.811553955E0,9.814322133E0
1.414303588E0,-1.492919922E-1,-2.086334229E-1,9.783004761E0,9.786367976E0
1.416683959E0,-1.827697754E-1,-1.896057129E-1,9.802047729E0,9.805584878E0
1.419064330E0,-1.923217773E-1,-1.705627441E-1,9.802047729E0,9.805417839E0
1.421414183E0,-1.540679932E-1,-1.943664551E-1,9.773498535E0,9.776645073E0
1.423794555E0,-1.636505127E-1,-1.896057129E-1,9.759231567E0,9.762445011E0
1.426174926E0,-1.779785156E-1,-2.038879395E-1,9.773498535E0,9.777245024E0
1.428555297E0,-1.732025146E-1,-1.800842285E-1,9.787780762E0,9.790969394E0
1.430935668E0,-1.779785156E-1,-1.753234863E-1,9.749725342E0,9.752925659E0
1.433316039E0,-1.827697754E-1,-1.658020020E-1,9.759231567E0,9.762350940E0
1.435696410E0,-1.971130371E-1,-2.038879395E-1,9.797286987E0,9.801390521E0
1.438076781E0,-1.636505127E-1,-1.943664551E-1,9.778244019E0,9.781544658E0
1.440457152E0,-1.636505127E-1,-2.086334229E-1,9.773498535E0,9.777094815E0
1.442807006E0,-1.875457764E-1,-1.800842285E-1,9.811553955E0,9.814998460E0
1.445187377E0,-1.636505127E-1,-1.800842285E-1,9.816314697E0,9.819330224E0
1.447567748E0,-1.779785156E-1,-1.943664551E-1,9.811553955E0,9.815092750E0
1.449948119E0,-1.684112549E-1,-1.848449707E-1,9.811553955E0,9.814739988E0
1.452328490E0,-1.923217773E-1,-1.848449707E-1,9.816314697E0,9.819938369E0
1.454708861E0,-1.636505127E-1,-1.753234863E-1,9.802047729E0,9.804981362E0
1.457089232E0,-1.684112549E-1,-1.800842285E-1,9.802047729E0,9.805148259E0
1.459469603E0,-1.732025146E-1,-1.943664551E-1,9.797286987E0,9.800745367E0
1.461819457E0,-1.636505127E-1,-1.943664551E-1,9.806793213E0,9.810084247E0
1.464199828E0,-1.779785156E-1,-1.800842285E-1,9.744964600E0,9.748253266E0
1.466580199E0,-1.732025146E-1,-1.896057129E-1,9.816314697E0,9.819673298E0
1.468960570E0,-1.875457764E-1,-1.753234863E-1,9.797286987E0,9.800650185E0
1.471340941E0,-1.732025146E-1,-1.896057129E-1,9.773498535E0,9.776871844E0
