"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.224850463E0,-1.684112549E-1,-1.800842285E-1,9.783004761E0,9.786111323E0
2.227230834E0,-1.732025146E-1,-1.562805176E-1,9.806793213E0,9.809567566E0
2.229611205E0,-1.732025146E-1,-1.991119385E-1,9.802047729E0,9.805599643E0
2.231991576E0,-1.684112549E-1,-1.896057129E-1,9.783004761E0,9.786291168E0
2.234341430E0,-1.875457764E-1,-1.658020020E-1,9.797286987E0,9.800484480E0
2.236721801E0,-1.875457764E-1,-2.038879395E-1,9.811553955E0,9.815464061E0
2.239102172E0,-1.923217773E-1,-2.038879395E-1,9.821060181E0,9.825058831E0
2.241482543E0,-1.779785156E-1,-1.896057129E-1,9.787780762E0,9.791234800E0
2.243862914E0,-1.923217773E-1,-1.800842285E-1,9.802047729E0,9.805588085E0
2.246243285E0,-1.636505127E-1,-1.658020020E-1,9.773498535E0,9.776274618E0
2.248623656E0,-1.636505127E-1,-1.848449707E-1,9.792526245E0,9.795637775E0
2.251004027E0,-1.684112549E-1,-1.896057129E-1,9.792526245E0,9.795809458E0
2.253353881E0,-1.875457764E-1,-1.848449707E-1,9.830566406E0,9.834092584E0
2.255734252E0,-1.684112549E-1,-2.038879395E-1,9.797286987E0,9.800855317E0
2.258114623E0,-1.732025146E-1,-1.943664551E-1,9.763992310E0,9.767462478E0
2.260494994E0,-2.019042969E-1,-2.086334229E-1,9.744964600E0,9.749288605E0
2.262875365E0,-1.684112549E-1,-1.800842285E-1,9.821060181E0,9.824154709E0
2.265255736E0,-1.971130371E-1,-1.896057129E-1,9.806793213E0,9.810606352E0
2.267636107E0,-1.540679932E-1,-1.753234863E-1,9.806793213E0,9.809570245E0
2.270016478E0,-1.588592529E-1,-1.800842285E-1,9.787780762E0,9.790726165E0
2.272366332E0,-1.732025146E-1,-2.133941650E-1,9.773498535E0,9.777362108E0
2.274746703E0,-1.588592529E-1,-1.943664551E-1,9.792526245E0,9.795743200E0
2.277127074E0,-1.779785156E-1,-1.610412598E-1,9.816314697E0,9.819248692E0
2.279507445E0,-1.636505127E-1,-1.943664551E-1,9.811553955E0,9.814843393E0
2.281887816E0,-1.684112549E-1,-2.038879395E-1,9.768737793E0,9.772316548E0
2.284268187E0,-1.636505127E-1,-1.658020020E-1,9.773498535E0,9.776274618E0
2.286648558E0,-1.779785156E-1,-1.658020020E-1,9.835327148E0,9.838334553E0
2.289028930E0,-1.588592529E-1,-2.038879395E-1,9.816314697E0,9.819716940E0
2.291409301E0,-1.540679932E-1,-1.991119385E-1,9.840087891E0,9.843307991E0
2.293759154E0,-1.779785156E-1,-1.848449707E-1,9.816314697E0,9.819667930E0
2.296139525E0,-1.636505127E-1,-1.515197754E-1,9.825820923E0,9.828351670E0
2.298519896E0,-1.636505127E-1,-1.753234863E-1,9.797286987E0,9.800222045E0
2.300900267E0,-1.684112549E-1,-1.896057129E-1,9.787780762E0,9.791065566E0
2.303280639E0,-1.827697754E-1,-1.753234863E-1,9.811553955E0,9.814822165E0
2.305661010E0,-1.827697754E-1,-1.705627441E-1,9.787780762E0,9.790972816E0
2.308041381E0,-1.636505127E-1,-1.610412598E-1,9.778244019E0,9.780939212E0
2.310421752E0,-1.445159912E-1,-1.991119385E-1,9.797286987E0,9.800375643E0
2.312771605E0,-1.684112549E-1,-1.896057129E-1,9.773498535E0,9.776788138E0
2.315151976E0,-1.827697754E-1,-1.943664551E-1,9.744964600E0,9.748616218E0
2.317532348E0,-1.684112549E-1,-1.848449707E-1,9.792526245E0,9.795718467E0
2.319912719E0,-1.588592529E-1,-1.896057129E-1,9.787780762E0,9.790905925E0
2.322293090E0,-1.588592529E-1,-1.896057129E-1,9.763992310E0,9.767125084E0
2.324673461E0,-1.875457764E-1,-1.848449707E-1,9.806793213E0,9.810327935E0
2.327053832E0,-1.684112549E-1,-1.896057129E-1,9.773498535E0,9.776788138E0
2.329434203E0,-1.588592529E-1,-1.896057129E-1,9.802047729E0,9.805168345E0
2.331784057E0,-1.875457764E-1,-1.991119385E-1,9.792526245E0,9.796345709E0
2.334164428E0,-1.779785156E-1,-1.800842285E-1,9.811553955E0,9.814820309E0
2.336544799E0,-1.779785156E-1,-1.800842285E-1,9.821060181E0,9.824323374E0
2.338925170E0,-1.492919922E-1,-1.705627441E-1,9.787780762E0,9.790405098E0
2.341305541E0,-1.684112549E-1,-1.848449707E-1,9.802047729E0,9.805236851E0
2.343685912E0,-2.019042969E-1,-1.943664551E-1,9.825820923E0,9.829816909E0
2.346066283E0,-1.779785156E-1,-1.800842285E-1,9.797286987E0,9.800558096E0
2.348446654E0,-1.971130371E-1,-2.181701660E-1,9.763992310E0,9.768418377E0
2.350827025E0,-1.875457764E-1,-1.943664551E-1,9.806793213E0,9.810511957E0
2.353176879E0,-1.684112549E-1,-1.753234863E-1,9.830566406E0,9.833571912E0
2.355557250E0,-2.114562988E-1,-1.896057129E-1,9.821060181E0,9.825166012E0
2.357937621E0,-1.684112549E-1,-1.848449707E-1,9.783004761E0,9.786200088E0
2.360317992E0,-1.588592529E-1,-1.753234863E-1,9.811553955E0,9.814406024E0
2.362698363E0,-1.588592529E-1,-1.705627441E-1,9.816314697E0,9.819081533E0
2.365078734E0,-1.923217773E-1,-1.896057129E-1,9.792526245E0,9.796249704E0
2.367459105E0,-1.923217773E-1,-1.753234863E-1,9.811553955E0,9.815004687E0
2.369839476E0,-1.779785156E-1,-1.943664551E-1,9.797286987E0,9.800830933E0
2.372189330E0,-1.923217773E-1,-2.324523926E-1,9.783004761E0,9.787655691E0
2.374569701E0,-1.971130371E-1,-2.086334229E-1,9.811553955E0,9.815751243E0
2.376950072E0,-1.827697754E-1,-1.896057129E-1,9.825820923E0,9.829349517E0
2.379330443E0,-1.779785156E-1,-2.086334229E-1,9.806793213E0,9.810626758E0
2.381710814E0,-1.827697754E-1,-1.991119385E-1,9.792526245E0,9.796255438E0
2.384091185E0,-1.636505127E-1,-1.896057129E-1,9.787780762E0,9.790984836E0
2.386471557E0,-1.636505127E-1,-1.610412598E-1,9.783004761E0,9.785698643E0
2.388851928E0,-1.732025146E-1,-1.943664551E-1,9.787780762E0,9.791242499E0
2.391201781E0,-1.875457764E-1,-1.896057129E-1,9.797286987E0,9.800916082E0
2.393582152E0,-1.732025146E-1,-1.896057129E-1,9.778244019E0,9.781615691E0
2.395962523E0,-1.684112549E-1,-1.610412598E-1,9.759231567E0,9.762012980E0
2.398342894E0,-1.588592529E-1,-1.848449707E-1,9.778244019E0,9.781281103E0
2.400723265E0,-1.779785156E-1,-1.705627441E-1,9.806793213E0,9.809890984E0
2.403103637E0,-1.732025146E-1,-1.848449707E-1,9.802047729E0,9.805320314E0
2.405484008E0,-1.732025146E-1,-1.658020020E-1,9.768737793E0,9.771679870E0
2.407864379E0,-1.636505127E-1,-2.038879395E-1,9.773498535E0,9.776994702E0
2.410244750E0,-1.923217773E-1,-2.133941650E-1,9.821060181E0,9.825260699E0
2.412594603E0,-1.779785156E-1,-1.610412598E-1,9.773498535E0,9.776445379E0
2.414974974E0,-1.827697754E-1,-2.038879395E-1,9.792526245E0,9.796353676E0
2.417355346E0,-1.875457764E-1,-1.991119385E-1,9.787780762E0,9.791602076E0
2.419735717E0,-1.779785156E-1,-1.848449707E-1,9.792526245E0,9.795887621E0
2.422116088E0,-1.923217773E-1,-1.848449707E-1,9.811553955E0,9.815179384E0
2.424496459E0,-1.971130371E-1,-1.705627441E-1,9.778244019E0,9.781717706E0
2.426876830E0,-1.636505127E-1,-1.848449707E-1,9.806793213E0,9.809900217E0
2.429257201E0,-1.875457764E-1,-1.991119385E-1,9.773498535E0,9.777325432E0
2.431607055E0,-1.636505127E-1,-1.705627441E-1,9.763992310E0,9.766853074E0
2.433987426E0,-1.636505127E-1,-2.038879395E-1,9.816314697E0,9.819795620E0
2.436367797E0,-1.732025146E-1,-1.943664551E-1,9.811553955E0,9.815007307E0
2.438748168E0,-1.875457764E-1,-1.991119385E-1,9.802047729E0,9.805863484E0
2.441128539E0,-1.684112549E-1,-1.943664551E-1,9.773498535E0,9.776881624E0
2.443508910E0,-1.732025146E-1,-1.610412598E-1,9.825820923E0,9.828666756E0
2.445889281E0,-1.684112549E-1,-2.038879395E-1,9.811553955E0,9.815117098E0
2.448269652E0,-1.923217773E-1,-1.658020020E-1,9.768737793E0,9.772037456E0
2.450619506E0,-1.827697754E-1,-1.943664551E-1,9.787780762E0,9.791416412E0
2.452999877E0,-1.684112549E-1,-1.896057129E-1,9.797286987E0,9.800568605E0
2.455380248E0,-1.875457764E-1,-1.848449707E-1,9.773498535E0,9.777045295E0
2.457760619E0,-1.684112549E-1,-1.753234863E-1,9.773498535E0,9.776521585E0
2.460140990E0,-1.636505127E-1,-1.896057129E-1,9.821060181E0,9.824253401E0
2.462521361E0,-1.827697754E-1,-1.800842285E-1,9.797286987E0,9.800646276E0
2.464901732E0,-1.636505127E-1,-2.038879395E-1,9.783004761E0,9.786497531E0
2.467282103E0,-1.684112549E-1,-1.705627441E-1,9.792526245E0,9.795459370E0
2.469662474E0,-1.732025146E-1,-1.943664551E-1,9.773498535E0,9.776965329E0
2.472012328E0,-1.779785156E-1,-1.705627441E-1,9.802047729E0,9.805147000E0
2.474392699E0,-1.540679932E-1,-1.610412598E-1,9.792526245E0,9.795062098E0
2.476773070E0,-1.540679932E-1,-1.943664551E-1,9.811553955E0,9.814688292E0
2.479153441E0,-1.684112549E-1,-2.229156494E-1,9.787780762E0,9.791767255E0
2.481533812E0,-1.875457764E-1,-2.038879395E-1,9.763992310E0,9.767921454E0
2.483914183E0,-1.971130371E-1,-2.038879395E-1,9.806793213E0,9.810892771E0
2.486294555E0,-1.779785156E-1,-1.753234863E-1,9.806793213E0,9.809974913E0
2.488674926E0,-1.445159912E-1,-1.800842285E-1,9.806793213E0,9.809511115E0
2.491055297E0,-1.684112549E-1,-1.800842285E-1,9.797286987E0,9.800389022E0
2.493435668E0,-1.732025146E-1,-1.848449707E-1,9.802047729E0,9.805320314E0
2.495816039E0,-1.684112549E-1,-1.896057129E-1,9.792526245E0,9.795809458E0
2.498196410E0,-1.492919922E-1,-1.562805176E-1,9.768737793E0,9.771128377E0
2.500576781E0,-1.779785156E-1,-1.800842285E-1,9.825820923E0,9.829082535E0
2.502957152E0,-1.779785156E-1,-1.943664551E-1,9.806793213E0,9.810333725E0
2.505337523E0,-1.827697754E-1,-1.943664551E-1,9.802047729E0,9.805678090E0
2.507717894E0,-1.732025146E-1,-2.038879395E-1,9.773498535E0,9.777159251E0
2.510067748E0,-2.066650391E-1,-1.848449707E-1,9.787780762E0,9.791707223E0
2.512448119E0,-1.827697754E-1,-1.943664551E-1,9.821060181E0,9.824683516E0
2.514828490E0,-1.779785156E-1,-1.705627441E-1,9.773498535E0,9.776606856E0
2.517208861E0,-1.684112549E-1,-1.896057129E-1,9.792526245E0,9.795809458E0
2.519589232E0,-1.923217773E-1,-1.800842285E-1,9.811553955E0,9.815090881E0
2.521969603E0,-1.875457764E-1,-1.943664551E-1,9.797286987E0,9.801009338E0
2.524349974E0,-2.066650391E-1,-1.943664551E-1,9.749725342E0,9.753852213E0
2.526730346E0,-1.732025146E-1,-1.610412598E-1,9.773498535E0,9.776359599E0
2.529110717E0,-1.540679932E-1,-2.038879395E-1,9.840087891E0,9.843405759E0
2.531460570E0,-1.445159912E-1,-2.133941650E-1,9.778244019E0,9.781639843E0
2.533840941E0,-1.636505127E-1,-2.181701660E-1,9.763992310E0,9.767800445E0
2.536221312E0,-1.779785156E-1,-2.038879395E-1,9.797286987E0,9.801024383E0
2.538601683E0,-1.684112549E-1,-1.896057129E-1,9.783004761E0,9.786291168E0
2.540982055E0,-1.875457764E-1,-1.991119385E-1,9.759231567E0,9.763064056E0
2.543362426E0,-1.923217773E-1,-1.943664551E-1,9.811553955E0,9.815363315E0
2.545742797E0,-1.540679932E-1,-1.848449707E-1,9.821060181E0,9.824007720E0
2.548123168E0,-1.636505127E-1,-2.086334229E-1,9.792526245E0,9.796115539E0
2.550473021E0,-1.779785156E-1,-1.896057129E-1,9.773498535E0,9.776957620E0
2.552853392E0,-2.114562988E-1,-1.753234863E-1,9.792526245E0,9.796378022E0
2.555233764E0,-1.875457764E-1,-1.658020020E-1,9.778244019E0,9.781447736E0
2.557614135E0,-1.779785156E-1,-1.848449707E-1,9.802047729E0,9.805405841E0
2.559994506E0,-1.971130371E-1,-1.896057129E-1,9.830566406E0,9.834370328E0
2.562374877E0,-1.732025146E-1,-1.800842285E-1,9.840087891E0,9.843259579E0
2.564755248E0,-1.588592529E-1,-1.753234863E-1,9.763992310E0,9.766858267E0
2.567135619E0,-1.923217773E-1,-1.562805176E-1,9.792526245E0,9.795661362E0
2.569485473E0,-1.636505127E-1,-1.705627441E-1,9.802047729E0,9.804897390E0
2.571865844E0,-1.588592529E-1,-1.848449707E-1,9.778244019E0,9.781281103E0
2.574246215E0,-1.779785156E-1,-1.896057129E-1,9.816314697E0,9.819758699E0
2.576626586E0,-1.779785156E-1,-1.753234863E-1,9.778244019E0,9.781435005E0
2.579006957E0,-1.492919922E-1,-1.753234863E-1,9.811553955E0,9.814255827E0
2.581387328E0,-2.066650391E-1,-1.658020020E-1,9.787780762E0,9.791366247E0
2.583767699E0,-1.971130371E-1,-1.753234863E-1,9.802047729E0,9.805596951E0
2.586148070E0,-1.875457764E-1,-1.753234863E-1,9.773498535E0,9.776869916E0
2.588528441E0,-1.875457764E-1,-1.943664551E-1,9.797286987E0,9.801009338E0
2.590878295E0,-1.827697754E-1,-1.705627441E-1,9.806793213E0,9.809979081E0
2.593258666E0,-1.732025146E-1,-1.753234863E-1,9.811553955E0,9.814648667E0
2.595639037E0,-1.588592529E-1,-1.991119385E-1,9.792526245E0,9.795838509E0
2.598019408E0,-1.923217773E-1,-2.038879395E-1,9.778244019E0,9.782260171E0
2.600399779E0,-2.019042969E-1,-1.658020020E-1,9.787780762E0,9.791266919E0
2.602780150E0,-1.588592529E-1,-1.896057129E-1,9.816314697E0,9.819430779E0
2.605160521E0,-1.684112549E-1,-1.658020020E-1,9.811553955E0,9.814399812E0
2.607540892E0,-1.732025146E-1,-1.515197754E-1,9.797286987E0,9.799989269E0
2.609890746E0,-1.827697754E-1,-1.562805176E-1,9.802047729E0,9.804997098E0
2.612271117E0,-1.540679932E-1,-1.705627441E-1,9.816314697E0,9.819005185E0
2.614651488E0,-1.779785156E-1,-1.705627441E-1,9.768737793E0,9.771847628E0
2.617031859E0,-1.445159912E-1,-1.753234863E-1,9.759231567E0,9.761876048E0
2.619412230E0,-1.684112549E-1,-2.086334229E-1,9.797286987E0,9.800955186E0
2.621792601E0,-1.636505127E-1,-1.943664551E-1,9.797286987E0,9.800581213E0
2.624172973E0,-1.779785156E-1,-1.753234863E-1,9.754470825E0,9.757669586E0
2.626553344E0,-1.636505127E-1,-1.658020020E-1,9.763992310E0,9.766771095E0
2.628903197E0,-1.636505127E-1,-1.800842285E-1,9.802047729E0,9.805067644E0
2.631283568E0,-1.732025146E-1,-1.800842285E-1,9.768737793E0,9.771932639E0
2.633663939E0,-1.540679932E-1,-2.086334229E-1,9.806793213E0,9.810222116E0
2.636044310E0,-1.732025146E-1,-1.515197754E-1,9.811553955E0,9.814252308E0
2.638424682E0,-1.636505127E-1,-1.610412598E-1,9.783004761E0,9.785698643E0
2.640805053E0,-1.827697754E-1,-1.943664551E-1,9.763992310E0,9.767636814E0
2.643185424E0,-1.779785156E-1,-1.896057129E-1,9.825820923E0,9.829261594E0
2.645565795E0,-1.540679932E-1,-1.800842285E-1,9.821060181E0,9.823919297E0
2.647946166E0,-1.875457764E-1,-1.753234863E-1,9.797286987E0,9.800650185E0
2.650296019E0,-1.732025146E-1,-1.705627441E-1,9.816314697E0,9.819324060E0
2.652676390E0,-1.588592529E-1,-1.753234863E-1,9.797286987E0,9.800143208E0
2.655056762E0,-1.732025146E-1,-1.991119385E-1,9.806793213E0,9.810343409E0
2.657437133E0,-1.684112549E-1,-1.753234863E-1,9.806793213E0,9.809806002E0
2.659817504E0,-1.779785156E-1,-2.086334229E-1,9.816314697E0,9.820144525E0
2.662197875E0,-1.588592529E-1,-1.991119385E-1,9.749725342E0,9.753052141E0
2.664578246E0,-2.019042969E-1,-1.848449707E-1,9.783004761E0,9.786833766E0
2.666958617E0,-1.971130371E-1,-1.943664551E-1,9.749725342E0,9.753654500E0
2.669308471E0,-2.114562988E-1,-1.658020020E-1,9.792526245E0,9.796212244E0
2.671688842E0,-1.684112549E-1,-1.800842285E-1,9.802047729E0,9.805148259E0
2.674069213E0,-1.684112549E-1,-1.991119385E-1,9.778244019E0,9.781720912E0
2.676449584E0,-1.588592529E-1,-2.133941650E-1,9.787780762E0,9.791395486E0
2.678829955E0,-1.588592529E-1,-1.848449707E-1,9.787780762E0,9.790814888E0
2.681210326E0,-1.445159912E-1,-1.896057129E-1,9.787780762E0,9.790683706E0
2.683590697E0,-1.779785156E-1,-1.943664551E-1,9.811553955E0,9.815092750E0
2.685971068E0,-1.875457764E-1,-1.943664551E-1,9.802047729E0,9.805768273E0
2.688320922E0,-1.684112549E-1,-1.753234863E-1,9.821060181E0,9.824068594E0
2.690701293E0,-1.732025146E-1,-2.133941650E-1,9.816314697E0,9.820161425E0
2.693081664E0,-1.875457764E-1,-2.038879395E-1,9.797286987E0,9.801202784E0
2.695462035E0,-1.779785156E-1,-2.038879395E-1,9.825820923E0,9.829547469E0
2.697842406E0,-1.875457764E-1,-2.086334229E-1,9.759231567E0,9.763262882E0
2.700222777E0,-1.827697754E-1,-2.086334229E-1,9.792526245E0,9.796453591E0
2.702603148E0,-1.779785156E-1,-1.753234863E-1,9.840087891E0,9.843258829E0
2.704983519E0,-1.684112549E-1,-1.896057129E-1,9.806793213E0,9.810071651E0
2.707363890E0,-1.636505127E-1,-1.943664551E-1,9.778244019E0,9.781544658E0
2.709713744E0,-1.684112549E-1,-2.038879395E-1,9.783004761E0,9.786578298E0
2.712094115E0,-1.971130371E-1,-1.848449707E-1,9.821060181E0,9.824777060E0
2.714474486E0,-1.684112549E-1,-1.658020020E-1,9.778244019E0,9.781099567E0
2.716854857E0,-1.827697754E-1,-1.753234863E-1,9.759231567E0,9.762517293E0
2.719235228E0,-1.732025146E-1,-1.896057129E-1,9.821060181E0,9.824417159E0
2.721615599E0,-1.636505127E-1,-1.991119385E-1,9.773498535E0,9.776896270E0
2.723995971E0,-1.636505127E-1,-1.610412598E-1,9.773498535E0,9.776195037E0
2.726376342E0,-2.019042969E-1,-1.943664551E-1,9.816314697E0,9.820314552E0
2.728726195E0,-1.684112549E-1,-1.753234863E-1,9.806793213E0,9.809806002E0
2.731106566E0,-1.684112549E-1,-1.705627441E-1,9.787780762E0,9.790715308E0
2.733486937E0,-1.588592529E-1,-1.896057129E-1,9.783004761E0,9.786131449E0
2.735867308E0,-1.684112549E-1,-1.848449707E-1,9.825820923E0,9.829002331E0
2.738247680E0,-1.971130371E-1,-1.800842285E-1,9.797286987E0,9.800924252E0
2.740628051E0,-1.827697754E-1,-1.753234863E-1,9.759231567E0,9.762517293E0
2.743008422E0,-1.636505127E-1,-1.896057129E-1,9.783004761E0,9.786210399E0
2.745388793E0,-1.732025146E-1,-1.753234863E-1,9.811553955E0,9.814648667E0
2.747738646E0,-1.588592529E-1,-1.705627441E-1,9.778244019E0,9.781021623E0
2.750119017E0,-1.875457764E-1,-1.562805176E-1,9.835327148E0,9.838356424E0
2.752499389E0,-1.732025146E-1,-1.705627441E-1,9.797286987E0,9.800302193E0
2.754879760E0,-1.492919922E-1,-1.896057129E-1,9.816314697E0,9.819280659E0
2.757260131E0,-1.684112549E-1,-2.133941650E-1,9.792526245E0,9.796298775E0
2.759640502E0,-1.588592529E-1,-1.848449707E-1,9.811553955E0,9.814580732E0
2.762020873E0,-1.588592529E-1,-1.800842285E-1,9.840087891E0,9.843017641E0
2.764401244E0,-1.875457764E-1,-1.943664551E-1,9.806793213E0,9.810511957E0
2.766781615E0,-1.923217773E-1,-1.991119385E-1,9.787780762E0,9.791694719E0
2.769131469E0,-1.779785156E-1,-1.896057129E-1,9.802047729E0,9.805496743E0
2.771511840E0,-1.923217773E-1,-1.705627441E-1,9.792526245E0,9.795899631E0
2.773892211E0,-1.732025146E-1,-1.800842285E-1,9.773498535E0,9.776691826E0
2.776272582E0,-1.875457764E-1,-1.705627441E-1,9.797286987E0,9.800566176E0
2.778652953E0,-1.732025146E-1,-2.133941650E-1,9.797286987E0,9.801141183E0
2.781033324E0,-1.923217773E-1,-1.943664551E-1,9.773498535E0,9.777322722E0
2.783413695E0,-1.779785156E-1,-1.658020020E-1,9.768737793E0,9.771765691E0
2.785794066E0,-1.732025146E-1,-1.848449707E-1,9.811553955E0,9.814823370E0
2.788174437E0,-1.827697754E-1,-1.848449707E-1,9.787780762E0,9.791232031E0
2.790554808E0,-1.827697754E-1,-2.133941650E-1,9.787780762E0,9.791812605E0
2.792935180E0,-1.684112549E-1,-1.800842285E-1,9.821060181E0,9.824154709E0
2.795315551E0,-1.779785156E-1,-1.562805176E-1,9.811553955E0,9.814412411E0
2.797695922E0,-1.827697754E-1,-1.943664551E-1,9.806793213E0,9.810421817E0
2.800076293E0,-2.019042969E-1,-1.943664551E-1,9.802047729E0,9.806053404E0
2.802456664E0,-1.636505127E-1,-1.848449707E-1,9.792526245E0,9.795637775E0
2.804837035E0,-1.445159912E-1,-1.800842285E-1,9.802047729E0,9.804766947E0
2.807186889E0,-1.779785156E-1,-2.038879395E-1,9.802047729E0,9.805783311E0
2.809567260E0,-1.923217773E-1,-1.705627441E-1,9.792526245E0,9.795899631E0
2.811947631E0,-1.732025146E-1,-2.086334229E-1,9.816314697E0,9.820059127E0
2.814328002E0,-1.779785156E-1,-1.991119385E-1,9.792526245E0,9.796167219E0
2.816708373E0,-1.779785156E-1,-2.086334229E-1,9.806793213E0,9.810626758E0
2.819088744E0,-1.684112549E-1,-1.753234863E-1,9.797286987E0,9.800302699E0
2.821469115E0,-1.684112549E-1,-1.848449707E-1,9.792526245E0,9.795718467E0
2.823849486E0,-1.636505127E-1,-1.991119385E-1,9.773498535E0,9.776896270E0
2.826229857E0,-1.636505127E-1,-1.753234863E-1,9.811553955E0,9.814484746E0
2.828579711E0,-1.540679932E-1,-1.753234863E-1,9.802047729E0,9.804826106E0
2.830960082E0,-1.732025146E-1,-1.800842285E-1,9.749725342E0,9.752926416E0
2.833340453E0,-1.636505127E-1,-1.705627441E-1,9.783004761E0,9.785859967E0
2.835720824E0,-1.827697754E-1,-1.943664551E-1,9.816314697E0,9.819939783E0
2.838101195E0,-1.588592529E-1,-2.181701660E-1,9.830566406E0,9.834270199E0
2.840481566E0,-1.540679932E-1,-1.991119385E-1,9.787780762E0,9.791018065E0
2.842861937E0,-1.779785156E-1,-1.610412598E-1,9.835327148E0,9.838255473E0
2.845242308E0,-1.397247314E-1,-1.800842285E-1,9.821060181E0,9.823704821E0
2.847592162E0,-1.540679932E-1,-1.753234863E-1,9.811553955E0,9.814329640E0
2.849972533E0,-1.923217773E-1,-2.038879395E-1,9.816314697E0,9.820315280E0
2.852352904E0,-1.540679932E-1,-1.753234863E-1,9.797286987E0,9.800066713E0
2.854733275E0,-1.492919922E-1,-1.943664551E-1,9.773498535E0,9.776570975E0
2.857113646E0,-1.397247314E-1,-1.800842285E-1,9.787780762E0,9.790434391E0
2.859494017E0,-1.445159912E-1,-1.848449707E-1,9.835327148E0,9.838125464E0
2.861874389E0,-1.445159912E-1,-1.658020020E-1,9.825820923E0,9.828282250E0
2.864254760E0,-1.588592529E-1,-1.705627441E-1,9.806793213E0,9.809562734E0
2.866604613E0,-1.875457764E-1,-1.515197754E-1,9.778244019E0,9.781216067E0
2.868984984E0,-1.827697754E-1,-1.991119385E-1,9.787780762E0,9.791511762E0
2.871365355E0,-1.779785156E-1,-1.991119385E-1,9.778244019E0,9.781890308E0
2.873745726E0,-1.636505127E-1,-1.753234863E-1,9.754470825E0,9.757418762E0
2.876126098E0,-1.349487305E-1,-1.658020020E-1,9.763992310E0,9.766332335E0
2.878506469E0,-1.492919922E-1,-1.705627441E-1,9.773498535E0,9.776126706E0
2.880886840E0,-1.588592529E-1,-1.896057129E-1,9.792526245E0,9.795649894E0
2.883267211E0,-1.875457764E-1,-1.848449707E-1,9.787780762E0,9.791322348E0
2.885647582E0,-1.971130371E-1,-1.991119385E-1,9.773498535E0,9.777513627E0
2.887997435E0,-1.827697754E-1,-1.800842285E-1,9.778244019E0,9.781609847E0
2.890377807E0,-1.779785156E-1,-1.896057129E-1,9.778244019E0,9.781701425E0
2.892758178E0,-1.684112549E-1,-1.753234863E-1,9.821060181E0,9.824068594E0
2.895138549E0,-1.923217773E-1,-1.991119385E-1,9.830566406E0,9.834463336E0
2.897518920E0,-1.827697754E-1,-1.943664551E-1,9.811553955E0,9.815180799E0
2.899899291E0,-1.732025146E-1,-1.896057129E-1,9.797286987E0,9.800652108E0
2.902279662E0,-1.971130371E-1,-1.610412598E-1,9.778244019E0,9.781556314E0
2.904660033E0,-1.971130371E-1,-1.658020020E-1,9.797286987E0,9.800672230E0
2.907009887E0,-1.923217773E-1,-1.753234863E-1,9.792526245E0,9.795983680E0
2.909390258E0,-1.684112549E-1,-1.943664551E-1,9.802047729E0,9.805420968E0
2.911770629E0,-1.588592529E-1,-1.800842285E-1,9.783004761E0,9.785951601E0
2.914151000E0,-1.732025146E-1,-1.991119385E-1,9.763992310E0,9.767558062E0
2.916531371E0,-1.827697754E-1,-1.658020020E-1,9.806793213E0,9.809897462E0
2.918911742E0,-1.875457764E-1,-1.753234863E-1,9.797286987E0,9.800650185E0
2.921292113E0,-1.684112549E-1,-1.658020020E-1,9.806793213E0,9.809640451E0
2.923672484E0,-1.827697754E-1,-1.943664551E-1,9.759231567E0,9.762877849E0
2.926022338E0,-1.636505127E-1,-1.800842285E-1,9.787780762E0,9.790805077E0
2.928402709E0,-1.732025146E-1,-1.800842285E-1,9.811553955E0,9.814734864E0
2.930783080E0,-1.779785156E-1,-2.181701660E-1,9.787780762E0,9.791829595E0
2.933163451E0,-1.827697754E-1,-1.943664551E-1,9.773498535E0,9.777139496E0
2.935543822E0,-1.827697754E-1,-1.658020020E-1,9.806793213E0,9.809897462E0
2.937924193E0,-1.875457764E-1,-1.705627441E-1,9.797286987E0,9.800566176E0
2.940304564E0,-1.492919922E-1,-2.133941650E-1,9.749725342E0,9.753203033E0
2.942684935E0,-1.588592529E-1,-1.896057129E-1,9.830566406E0,9.833677972E0
2.945065307E0,-1.636505127E-1,-1.848449707E-1,9.821060181E0,9.824162673E0
2.947415160E0,-1.588592529E-1,-1.800842285E-1,9.792526245E0,9.795470221E0
2.949795531E0,-1.875457764E-1,-1.896057129E-1,9.792526245E0,9.796157104E0
2.952175902E0,-1.971130371E-1,-1.562805176E-1,9.763992310E0,9.767232104E0
2.954556273E0,-1.636505127E-1,-1.896057129E-1,9.783004761E0,9.786210399E0
2.956936644E0,-1.875457764E-1,-1.848449707E-1,9.763992310E0,9.767542521E0
2.959317015E0,-1.540679932E-1,-1.800842285E-1,9.792526245E0,9.795393690E0
2.961697387E0,-1.588592529E-1,-1.896057129E-1,9.802047729E0,9.805168345E0
2.964077758E0,-1.684112549E-1,-1.991119385E-1,9.802047729E0,9.805516183E0
2.966427611E0,-1.588592529E-1,-1.943664551E-1,9.778244019E0,9.781465671E0
2.968807982E0,-1.779785156E-1,-1.848449707E-1,9.830566406E0,9.833914779E0
2.971188353E0,-1.492919922E-1,-2.229156494E-1,9.806793213E0,9.810462405E0
2.973568724E0,-1.779785156E-1,-1.753234863E-1,9.787780762E0,9.790968640E0
